age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
3.1527638,3.276165,0.6736441,9.614013,6.0588984,2.0249062,6.3437276,1.6401896,3.5145755,0.3863893,0.17617072,0.6481034,3.5658321,33.132477,1
1.1840509,3.574442,0.68917745,11.713937,4.7950344,2.921137,6.9128685,1.9747574,3.1378732,0.75108385,-0.07780585,0.018452764,3.3698225,34.405968,0
3.1531017,3.2821696,0.6752118,9.615503,6.0745883,2.0253417,6.345769,1.6414298,3.5149357,0.38311756,0.1769781,0.6483746,3.5664914,33.13407,1
1.2045553,3.573001,0.689893,11.705319,4.7901382,2.8778412,6.91222,1.9733495,3.136912,0.75386417,-0.07721493,0.016899541,3.3757625,34.40217,0
3.148974,3.2503507,0.6679053,9.597609,6.0020127,2.0223107,6.3267126,1.6504976,3.5091002,0.37144825,0.17444621,0.64670026,3.5582201,33.08337,1
1.18455,3.5743794,0.6871929,11.713855,4.7949533,2.9204931,6.91306,1.9745909,3.1378186,0.75116444,-0.077786386,0.018453702,3.3699732,34.406517,0
3.1527011,3.2747512,0.67328405,9.6137495,6.0555487,2.0248127,6.3433437,1.6397746,3.5145206,0.38735375,0.17598487,0.64804566,3.5657218,33.132385,1
1.2704663,3.5714235,0.7198806,11.677949,4.7750187,2.7441876,6.909114,1.9675483,3.136055,0.76347256,-0.07706558,0.013774479,3.3945646,34.383514,0
1.1848052,3.5745764,0.6871602,11.711777,4.795123,2.9216313,6.9135733,1.9739019,3.1381245,0.7517507,-0.07795735,0.018438455,3.3700814,34.407322,0
1.2128063,3.5727282,0.69367397,11.700674,4.7883506,2.860836,6.9118443,1.9721668,3.136843,0.7549106,-0.0771016,0.016616939,3.378151,34.39982,0
3.1511755,3.2678452,0.67198163,9.607166,6.0419436,2.0239525,6.3369536,1.6458946,3.5122006,0.37715358,0.17587428,0.64761144,3.5626352,33.11006,1
1.1849675,3.5749393,0.68525076,11.7080765,4.7954106,2.9255655,6.914832,1.9722406,3.1386602,0.75316405,-0.078306936,0.018413479,3.3701553,34.409473,0
1.184308,3.574387,0.68699014,11.714024,4.795,2.921019,6.9130793,1.9746133,3.137816,0.7511382,-0.07778582,0.01846465,3.3699017,34.406605,0
1.1845504,3.5743752,0.6878934,11.71396,4.7949347,2.9201882,6.9129477,1.9746988,3.137811,0.7511021,-0.07777671,0.018442625,3.3699732,34.40624,0
3.1522586,3.2760477,0.67379844,9.611856,6.061619,2.0247507,6.3419695,1.6435577,3.5137274,0.38012186,0.17655952,0.64805496,3.564805,33.12336,1
1.1821803,3.5746922,0.6906749,11.713665,4.7955446,2.9256709,6.912984,1.9746952,3.1381292,0.7511226,-0.077929474,0.018536285,3.3692584,34.40621,0
1.1845566,3.574376,0.6876755,11.7139225,4.7949386,2.9202688,6.912983,1.9746648,3.1378124,0.7511221,-0.077779666,0.01844587,3.3699746,34.40633,0
3.148612,3.2483902,0.66748446,9.596028,5.9982276,2.022094,6.3251424,1.651867,3.508553,0.36923712,0.17438328,0.6465877,3.557479,33.07826,1
1.184525,3.5743737,0.6877619,11.713987,4.7949395,2.9202588,6.912958,1.9746976,3.137807,0.7510972,-0.07777521,0.018446157,3.3699656,34.406273,0
1.1845492,3.5743766,0.6875881,11.713924,4.794942,2.9203115,6.9129953,1.9746568,3.1378126,0.7511251,-0.0777799,0.018447697,3.3699732,34.40636,0
1.1850638,3.574534,0.68709743,11.711912,4.795053,2.9208174,6.9135075,1.973988,3.1380796,0.7516874,-0.07792957,0.018423023,3.370161,34.40722,0
1.1845189,3.5743723,0.6878468,11.714012,4.794939,2.9202251,6.912942,1.9747155,3.137805,0.7510855,-0.07777326,0.01844509,3.3699636,34.406242,0
3.1503751,3.261824,0.6706016,9.603692,6.028475,2.0233748,6.33328,1.6477755,3.5110605,0.374636,0.17541867,0.6472942,3.5610278,33.100086,1
1.1841702,3.5743995,0.6867473,11.714027,4.795034,2.921463,6.9131308,1.9745752,3.1378272,0.7511678,-0.07779509,0.01846916,3.3698602,34.406734,0
3.1510675,3.2672722,0.6717887,9.6067,6.042186,2.0239017,6.3365474,1.646433,3.5120285,0.37619054,0.17591421,0.647591,3.5624192,33.10839,1
3.1516006,3.271438,0.67280334,9.609001,6.050692,2.0242865,6.3389606,1.6452274,3.5127838,0.37780663,0.17620966,0.6477997,3.563479,33.11499,1
1.1844436,3.574379,0.68713284,11.713974,4.79497,2.920665,6.9130507,1.9746237,3.1378105,0.7511331,-0.077781454,0.018459054,3.3699408,34.406525,0
1.1845169,3.5743718,0.6879451,11.714029,4.794937,2.9201863,6.9129267,1.974731,3.1378038,0.75107634,-0.077771865,0.01844358,3.3699627,34.4062,0
1.1846032,3.5743794,0.68790483,11.713864,4.7949276,2.9201448,6.912966,1.9746654,3.1378195,0.7511331,-0.077782646,0.018439602,3.3699894,34.406258,0
1.1848751,3.5749464,0.685148,11.708097,4.795434,2.92582,6.914853,1.9722303,3.138666,0.75316906,-0.07831086,0.018418007,3.3701277,34.409534,0
3.1509345,3.2654822,0.67139024,9.606121,6.036199,2.0237463,6.335771,1.6461096,3.5118783,0.3771372,0.17563313,0.6474931,3.5621567,33.10749,1
1.1849968,3.574957,0.6857066,11.7079,4.7954063,2.9255354,6.914818,1.9722074,3.1386845,0.75319767,-0.07831999,0.018413281,3.370164,34.409367,0
1.1820251,3.5747051,0.6903153,11.713685,4.795589,2.9261608,6.913043,1.9746568,3.13814,0.7511413,-0.07793729,0.018546907,3.3692117,34.406376,0
1.1819143,3.5748658,0.6924418,11.712417,4.795674,2.9271288,6.913146,1.974318,3.138354,0.7514993,-0.078060344,0.018527938,3.3691816,34.40617,0
1.2105305,3.5727267,0.69227433,11.702027,4.788842,2.8653479,6.9119215,1.9725815,3.1368039,0.7545539,-0.077102914,0.016687406,3.3774881,34.400455,0
1.1814812,3.5749812,0.6911073,11.711661,4.795866,2.929393,6.9135723,1.9738474,3.1384995,0.7518288,-0.07815592,0.018572206,3.3690538,34.407074,0
1.1815696,3.5749145,0.69119173,11.712219,4.7957997,2.9285789,6.9133987,1.9740928,3.1384096,0.75163186,-0.07809913,0.0185635,3.3690782,34.406803,0
1.2050427,3.5727801,0.68950224,11.706872,4.7899203,2.8750653,6.911724,1.9740523,3.1366305,0.75329304,-0.07697037,0.01686348,3.375873,34.401478,0
1.1841702,3.5743995,0.6867473,11.714027,4.795034,2.921463,6.9131308,1.9745752,3.1378272,0.7511678,-0.07779509,0.01846916,3.3698602,34.406734,0
1.1849914,3.5745492,0.6872724,11.711863,4.795071,2.921012,6.913512,1.9739747,3.1380956,0.7517028,-0.07793835,0.018424828,3.3701396,34.4072,0
1.1845375,3.5743737,0.687896,11.71398,4.7949357,2.9201934,6.912943,1.9747089,3.1378078,0.7510936,-0.077775046,0.018443258,3.369969,34.40624,0
3.1495786,3.2522686,0.6681684,9.600192,6.0049634,2.0226076,6.3290963,1.6476678,3.5100427,0.37640226,0.17434517,0.6468387,3.5594342,33.09282,1
1.1846302,3.5748754,0.6821608,11.708879,4.795513,2.9264777,6.9150486,1.9723262,3.1385696,0.75305927,-0.07826118,0.018415814,3.37006,34.41044,0
1.1816425,3.574902,0.69153535,11.712289,4.795771,2.9282217,6.913329,1.9741609,3.1383955,0.7515917,-0.07808861,0.018553346,3.3691006,34.40663,0
1.2707905,3.571454,0.71923107,11.677778,4.774963,2.7439625,6.9093103,1.9673501,3.1360934,0.76384413,-0.07709789,0.01373055,3.3946977,34.38401,0
1.184155,3.5743961,0.6867447,11.714076,4.795034,2.9214537,6.9131193,1.974593,3.1378217,0.7511517,-0.07779133,0.01847014,3.369855,34.406723,0
3.1497016,3.2535985,0.668464,9.600714,6.0086493,2.0227244,6.3297153,1.6477221,3.5101955,0.3760851,0.17450933,0.6469075,3.55967,33.09398,1
1.1839278,3.574463,0.68835783,11.713786,4.795089,2.9218533,6.913025,1.9746006,3.1378987,0.7511753,-0.07782723,0.018474497,3.3697853,34.406338,0
1.184052,3.5744028,0.6865989,11.714107,4.7950573,2.921748,6.913146,1.9745783,3.1378257,0.7511612,-0.07779566,0.018474098,3.369824,34.406796,0
1.1853311,3.5749116,0.68566,11.707981,4.7953215,2.9245713,6.914755,1.9722787,3.1386395,0.7531458,-0.07829241,0.018396087,3.3702679,34.409245,0
1.1841697,3.5744,0.68673956,11.714026,4.795035,2.9214706,6.9131336,1.974573,3.1378279,0.7511698,-0.077795476,0.01846905,3.3698597,34.40674,0
3.15293,3.281335,0.67507595,9.614763,6.072792,2.0252407,6.3450413,1.6420667,3.5146778,0.38207605,0.17695178,0.6483227,3.5661454,33.13162,1
3.152055,3.2711985,0.6724791,9.61092,6.0484214,2.0244215,6.340513,1.6421958,3.5135448,0.38347876,0.17585255,0.6478405,3.5643938,33.123306,1
1.1841543,3.5743947,0.6867681,11.714098,4.795033,2.9214268,6.9131107,1.9746039,3.1378193,0.75114214,-0.07778933,0.018470569,3.369855,34.40671,0
1.1817415,3.5749435,0.6924045,11.711845,4.7957635,2.9281638,6.913332,1.9740694,3.138457,0.7517065,-0.07812379,0.018536001,3.3691325,34.40647,0
1.1846263,3.5751042,0.6865848,11.706932,4.795552,2.9272428,6.9150257,1.9718419,3.1388686,0.7535136,-0.07843,0.018430905,3.3700533,34.409546,0
1.2767012,3.570301,0.72849834,11.679556,4.7720895,2.7265437,6.9067297,1.970174,3.134811,0.7628548,-0.07656511,0.012923216,3.3959908,34.37629,0
3.145513,3.2225418,0.66146797,9.582461,5.9387507,2.0197546,6.3104477,1.6584518,3.504151,0.36121693,0.17223904,0.64528036,3.5511692,33.039215,1
1.2705455,3.5714874,0.71895564,11.677772,4.7750626,2.7446086,6.909384,1.9672772,3.13613,0.76385653,-0.07711315,0.013754196,3.3946385,34.38424,0
1.1816682,3.574902,0.69188035,11.712304,4.79576,2.9280412,6.9132805,1.9742032,3.1383946,0.7515724,-0.078085825,0.018546054,3.3691077,34.40651,0
1.18476,3.5749645,0.685188,11.7080555,4.7954636,2.9261572,6.914875,1.9722034,3.1386838,0.7531893,-0.078321286,0.018424021,3.370092,34.409576,0
1.1819143,3.5748658,0.6924418,11.712417,4.795674,2.9271288,6.913146,1.974318,3.138354,0.7514993,-0.078060344,0.018527938,3.3691816,34.40617,0
3.1508515,3.2615302,0.67027843,9.605713,6.025548,2.0235088,6.3348966,1.6444969,3.5118647,0.38078472,0.17501749,0.64733154,3.5619924,33.1089,1
1.2130126,3.5727043,0.69398487,11.700686,4.788284,2.86021,6.911766,1.9722089,3.1368158,0.7548777,-0.07708011,0.01661093,3.3782063,34.39961,0
1.1850668,3.574935,0.68543255,11.708021,4.7953873,2.9253032,6.914811,1.9722449,3.1386592,0.7531649,-0.07830537,0.018409003,3.3701863,34.409397,0
1.1819143,3.5748658,0.6924418,11.712417,4.795674,2.9271288,6.913146,1.974318,3.138354,0.7514993,-0.078060344,0.018527938,3.3691816,34.40617,0
1.1850256,3.5750313,0.68574846,11.707171,4.7954607,2.9261675,6.9150105,1.9719294,3.1387932,0.7534443,-0.078386776,0.018406508,3.3701782,34.40965,0
1.1841764,3.5743995,0.686754,11.714024,4.7950325,2.9214466,6.9131308,1.9745752,3.1378272,0.75116825,-0.07779503,0.018468812,3.3698626,34.40673,0
1.1845937,3.5743809,0.68743324,11.71382,4.7949424,2.9203472,6.9130363,1.9746029,3.137823,0.7511655,-0.077787235,0.018447839,3.369987,34.40644,0
1.1848277,3.5750675,0.6862342,11.707047,4.795503,2.9266813,6.9150095,1.9718909,3.1388302,0.7534745,-0.078407854,0.018419227,3.3701158,34.409573,0
3.1521695,3.2761443,0.6739282,9.611475,6.0614724,2.0247204,6.3416343,1.6441352,3.5135791,0.37907195,0.17660919,0.648042,3.5646198,33.12176,1
3.151095,3.2639697,0.6708542,9.606773,6.0316863,2.0237207,6.336113,1.6443043,3.512189,0.38073397,0.17527571,0.6474547,3.562479,33.111443,1
1.181437,3.574946,0.6913786,11.712066,4.7958417,2.9290292,6.913436,1.9740334,3.1384473,0.75168383,-0.07812087,0.018568741,3.369038,34.406845,0
1.181844,3.5748682,0.6917269,11.712412,4.7957087,2.92751,6.9132433,1.9742529,3.1383588,0.75153077,-0.07806548,0.018537883,3.3691616,34.406452,0
1.1845609,3.5743766,0.6876875,11.713916,4.7949386,2.9202626,6.912983,1.9746629,3.137814,0.7511245,-0.07778019,0.018445438,3.369976,34.406322,0
1.184155,3.5743961,0.6867447,11.714076,4.795034,2.9214537,6.9131193,1.974593,3.1378217,0.7511517,-0.07779133,0.01847014,3.369855,34.406723,0
1.1850148,3.574543,0.6871322,11.7118845,4.7950673,2.9209697,6.91352,1.9739721,3.1380892,0.7516997,-0.07793525,0.018425588,3.3701463,34.407227,0
1.1839954,3.574472,0.6897881,11.713754,4.7950525,2.9212987,6.9128532,1.9747316,3.1379118,0.7511283,-0.07782629,0.018447038,3.3698068,34.405853,0
3.1506014,3.2630918,0.6708477,9.604682,6.0311584,2.0235145,6.334277,1.6469587,3.5114002,0.3759303,0.17547277,0.64736795,3.5614917,33.103237,1
1.1850654,3.5750446,0.68631005,11.707035,4.7954473,2.9260411,6.9149714,1.971919,3.1388102,0.7534585,-0.078395136,0.01840705,3.3701887,34.409473,0
1.184043,3.5744104,0.68658674,11.714047,4.7950654,2.9218428,6.913166,1.9745498,3.137837,0.75118685,-0.07780245,0.018473944,3.369821,34.406834,0
1.1820216,3.574706,0.69028497,11.71368,4.795592,2.9261806,6.9130487,1.9746524,3.1381407,0.7511437,-0.077937804,0.018547554,3.3692107,34.40639,0
1.1840903,3.5744004,0.6866542,11.714091,4.7950487,2.9216394,6.9131355,1.9745839,3.1378243,0.7511581,-0.07779419,0.018472606,3.369835,34.406773,0
1.1843717,3.5743866,0.6869971,11.713954,4.794988,2.9209163,6.913087,1.9745944,3.1378193,0.75115657,-0.07778811,0.018461121,3.3699212,34.406597,0
3.151043,3.2629857,0.67061794,9.60655,6.0288606,2.0236475,6.3357882,1.6440326,3.5121388,0.38140082,0.17512973,0.6474084,3.5623813,33.111275,1
1.1816895,3.5748963,0.6918736,11.712329,4.7957525,2.9279609,6.913272,1.9742146,3.1383886,0.7515633,-0.07808235,0.018544804,3.3691149,34.40649,0
1.18455,3.574378,0.68724173,11.713876,4.7949505,2.9204555,6.9130487,1.974605,3.1378155,0.75115407,-0.077784255,0.01845336,3.3699737,34.406494,0
1.183986,3.574419,0.6865349,11.714016,4.79508,2.922042,6.913189,1.9745265,3.1378455,0.7512058,-0.07780863,0.018476078,3.3698034,34.406876,0
3.1526175,3.279177,0.6745805,9.613408,6.068277,2.0250278,6.3436403,1.6429363,3.5142243,0.38080394,0.17681617,0.64820826,3.5655165,33.127556,1
1.178919,3.5757222,0.678514,11.706547,4.7971215,2.9451885,6.9169817,1.9704111,3.1394677,0.7545608,-0.07884093,0.018656727,3.3683205,34.414593,0
1.1819775,3.5747075,0.69034827,11.713706,4.795598,2.9262578,6.91304,1.9746614,3.1381414,0.751137,-0.07793827,0.018549072,3.3691964,34.406376,0
3.1479015,3.2404945,0.66553557,9.592919,5.979153,2.0214481,6.3215184,1.6521637,3.507619,0.3699529,0.17354646,0.64621043,3.5560555,33.070995,1
1.1842116,3.5743942,0.686804,11.71404,4.795023,2.9213216,6.9131136,1.9745896,3.137822,0.75115633,-0.07779127,0.01846762,3.369873,34.406696,0
3.150438,3.2592149,0.6697574,9.603918,6.021411,2.0232604,6.3331237,1.6460143,3.511243,0.3783287,0.1749467,0.6472039,3.5611541,33.10309,1
3.1512995,3.2691054,0.6722698,9.607698,6.0453362,2.0240643,6.3375716,1.6458658,3.5123596,0.37699646,0.17602095,0.6476768,3.5628777,33.1113,1
1.1849453,3.5750632,0.68652046,11.70698,4.795474,2.9263577,6.914975,1.9718975,3.1388297,0.75347483,-0.07840653,0.018414136,3.3701515,34.40945,0
1.2747843,3.570826,0.72794557,11.678219,4.772975,2.7336924,6.907901,1.9688132,3.135393,0.76440704,-0.07691975,0.013064915,3.3956237,34.37877,0
1.1819477,3.5747118,0.6902176,11.7136965,4.7956085,2.9263852,6.913062,1.9746414,3.138145,0.7511468,-0.07794087,0.01855305,3.3691878,34.406433,0
1.1845769,3.574378,0.6878211,11.713898,4.7949333,2.9202032,6.9129705,1.974669,3.137816,0.75112545,-0.07778101,0.018442405,3.3699813,34.40628,0
1.182107,3.5746975,0.6903745,11.71368,4.7955694,2.9259312,6.913025,1.97467,3.1381333,0.7511356,-0.07793318,0.01854102,3.369237,34.406334,0
1.1848584,3.5749454,0.6850563,11.708133,4.7954383,2.9258602,6.91486,1.9722342,3.1386635,0.7531642,-0.07830925,0.01841862,3.3701224,34.40957,0
3.142518,3.1958914,0.65519184,9.569168,5.875825,2.0174327,6.295781,1.664763,3.499863,0.35395703,0.16992357,0.64396286,3.5449407,33.00056,1
3.1499548,3.255542,0.6689068,9.601812,6.013039,2.0229094,6.3308816,1.6471549,3.5105538,0.37682372,0.1746612,0.64700973,3.560177,33.097103,1
1.2130934,3.572732,0.6938739,11.700479,4.7882895,2.8602853,6.9118385,1.9721065,3.1368518,0.75496256,-0.07710439,0.016608244,3.3782344,34.39974,0
1.18455,3.574378,0.68724173,11.713876,4.7949505,2.9204555,6.9130487,1.974605,3.1378155,0.75115407,-0.077784255,0.01845336,3.3699737,34.406494,0
3.1514356,3.2691422,0.6721837,9.6082945,6.045541,2.0241146,6.3381047,1.644998,3.5125866,0.3785562,0.17595313,0.64769906,3.5631652,33.11368,1
3.1412842,3.1900067,0.6539426,9.563921,5.8643656,2.0167115,6.2906923,1.6691836,3.4980285,0.34664482,0.16976555,0.6436003,3.5425057,32.98313,1
3.1508515,3.2615302,0.67027843,9.605713,6.025548,2.0235088,6.3348966,1.6444969,3.5118647,0.38078472,0.17501749,0.64733154,3.5619924,33.1089,1
1.1842253,3.5744023,0.6884874,11.714066,4.7949934,2.9207342,6.9128923,1.9747695,3.13783,0.7510539,-0.07778357,0.018452266,3.3698769,34.406094,0
1.18455,3.574378,0.68724173,11.713876,4.7949505,2.9204555,6.9130487,1.974605,3.1378155,0.75115407,-0.077784255,0.01845336,3.3699737,34.406494,0
1.1815734,3.574922,0.6918726,11.7122,4.7957907,2.9283943,6.9133215,1.9741497,3.1384192,0.7516124,-0.078100726,0.018552069,3.3690796,34.406574,0
1.1840208,3.5744476,0.68926847,11.713912,4.795042,2.9212155,6.9128675,1.9747521,3.1378798,0.7510904,-0.077809826,0.018453298,3.369813,34.405956,0
1.2117344,3.5726461,0.693402,11.701805,4.7885184,2.862261,6.911661,1.9726295,3.1367226,0.7545227,-0.07702738,0.016649222,3.3778257,34.399693,0
1.184524,3.5743732,0.68771946,11.7139845,4.7949414,2.9202743,6.912963,1.9746928,3.137807,0.7510991,-0.077775374,0.018446883,3.3699646,34.406292,0
1.1846964,3.575097,0.6866265,11.706928,4.795534,2.9270449,6.9150124,1.9718528,3.1388617,0.7535063,-0.07842577,0.018427433,3.3700743,34.40951,0
1.1819696,3.5747094,0.69026124,11.713692,4.7956023,2.9263134,6.9130564,1.974648,3.1381428,0.7511436,-0.077939525,0.018551042,3.3691945,34.40641,0
1.270917,3.571394,0.7199652,11.677885,4.7748737,2.7432492,6.9090996,1.9675648,3.1360254,0.7635982,-0.07705884,0.013726763,3.3946977,34.38343,0
1.1841899,3.574399,0.6867758,11.714019,4.7950296,2.9214091,6.913127,1.9745764,3.137827,0.75116706,-0.077794574,0.01846836,3.3698668,34.406723,0
1.1844497,3.5743804,0.6871059,11.7139435,4.7949705,2.9206934,6.913062,1.9746071,3.1378152,0.7511476,-0.07778455,0.01845832,3.3699431,34.40654,0
1.181883,3.574861,0.6919482,11.712473,4.7956924,2.9272869,6.9131956,1.9743015,3.138349,0.75150144,-0.078058004,0.018531699,3.3691745,34.406345,0
3.1524172,3.2737489,0.67311573,9.61251,6.0528316,2.0246587,6.3421326,1.6410307,3.5140815,0.38525307,0.17597185,0.64796615,3.5651343,33.128098,1
