condition,color_type,length_m,height_cm,x1,x2,breed_category,pet_category
1.3562096425156063,Lilac Point,0.4297701461376825,38.426686532773005,0,1,0,1
0.4447394631688267,Blue Tiger,0.5534610803637123,18.162140104119302,2,3,1,2
0.8487167996880725,Gold,0.6777916022369003,40.45377672506459,0,1,0,2
0.6100671917901125,Brown Merle,0.48817903291600045,17.177116277539703,2,3,2,2
0.3280676619720644,Blue Smoke,0.609952217479527,23.267149631268076,13,8,1,2
0.42084607692379516,Blue Point,0.6491755908080095,23.821070049415233,4,5,0,2
0.30694484864165783,Blue Cream,0.6012198985140299,24.44856614306626,16,8,0,2
0.49325010427098376,Blue Tabby,0.6669603652892935,25.565239493648576,2,3,0,2
0.2863218798648369,Blue Point,0.6507415836558532,25.1564346298664,11,8,1,2
1.4368455481845939,Gray,0.34415868268848926,27.79086411505762,1,2,2,1
0.7239381707148751,Chocolate,0.6801073619188713,36.823862798133376,0,2,0,2
1.2497708859943377,Cream Tabby,0.42627591320975006,33.823763734547065,0,1,0,1
0.34024629166972203,Blue Smoke,0.5980745017731338,22.79685244359681,13,8,1,2
1.6388707242893243,Liver,0.28339863106884955,30.595623260463917,1,1,1,1
0.6037232906010139,Brown Tabby,0.6528109377338588,31.624346977428363,0,2,0,2
0.7231157458221522,Chocolate,0.6782181330791783,37.100044496040205,0,1,0,2
0.4810065949171637,Brown,0.546049719548937,18.534804883626784,2,3,1,2
0.4538890742108211,Brown,0.6259558263431764,24.26622420977531,1,3,1,2
0.27535921472899944,Blue Cream,0.605855590203148,24.051391337575243,17,8,0,2
1.151024704966244,Cream,0.3890196123878157,24.09742206759455,1,2,2,1
1.2524393859542744,Red Merle,0.5843455849907946,44.03911233815839,0,1,0,2
0.414566280530473,Blue Smoke,0.5330521517653054,20.01157015895648,16,8,2,2
0.6247695119625011,Brown Tiger,0.6804511615133738,33.73264909429092,0,2,0,2
0.7346244491115073,Brown Tabby,0.46095380647988404,18.83647963712133,1,2,1,2
0.5634785918753152,Brown,0.5379633361253303,20.270131084736057,1,2,1,2
1.667914637322117,Orange,0.24708308526597395,34.39686060605046,1,1,1,1
0.8403760832843694,Brown Tabby,0.44338998641899197,20.34731299026125,1,2,1,1
1.1051294858875857,Pink,0.6557318037756407,44.50805366917233,0,1,0,2
1.6251865706640798,Liver Tick,0.3077488572377974,29.87778902606673,1,1,2,1
1.6739932382359939,Orange Tabby,0.3045837909639287,30.354388063819886,1,1,2,1
1.1950435698179913,Chocolate Point,0.3778209724061394,24.381276224390188,1,2,2,1
0.5308277633505499,Brown Brindle,0.6654968328268432,30.20770609938986,0,2,0,2
0.3488563614645119,Blue Tick,0.6783070036054271,25.857682083711808,2,4,0,2
1.034302001402589,Orange,0.6672918863268494,43.83368463187113,0,1,0,2
1.0299032978054612,Orange,0.665495819547872,43.70992750789649,0,1,0,2
0.45493200648799315,Blue Point,0.6506277983878391,24.028457109388306,4,4,0,2
1.256482369029604,Sable,0.6037088096908051,44.83424515417295,0,1,0,2
0.27259412544172124,Blue Cream,0.6100144447292948,23.89124066057394,17,9,0,2
0.9979156305617827,Calico,0.4094078879766014,21.716740284104617,1,2,2,1
0.40506524050112575,Blue Smoke,0.5396021658498179,20.447402301883226,15,8,2,2
0.5600736169208514,Brown Brindle,0.6787923046280413,29.906799798778252,1,2,0,2
0.33491945434183357,Blue Point,0.6541306441870278,24.528467808533158,6,6,0,2
1.6842566812804751,Orange,0.25488621251361426,32.35475272548115,1,1,1,1
0.34878173644888,Blue Point,0.5937749802839106,21.660483632213758,16,8,1,2
1.0213836482572478,Calico Point,0.40558994221965666,22.028937343566923,1,2,2,1
0.9660968828822422,Liver,0.6724033422953224,42.728383847514486,0,1,0,2
0.9299454735523152,Buff,0.42110333267744865,20.87217703814362,1,2,2,1
0.4137562832062478,Blue Point,0.6569031542664802,24.029332850631864,3,5,0,2
0.2871218934110123,Blue Merle,0.6221484008061396,24.426384274508166,15,8,0,2
1.03898740334252,Buff,0.45783892731741815,28.299384122304104,1,1,1,1
0.9380758451635542,Cream Tabby,0.600177174847902,38.031908281037325,0,1,0,2
0.33206683563326506,Blue Tick,0.6148610772583823,22.10949480913811,6,6,1,2
0.30413454923109146,Blue Point,0.6472810571548784,24.893402461658,9,7,0,2
0.2880279138184507,Blue Cream,0.6083307327068423,24.28605914544485,16,8,0,2
1.6286182484995364,Lilac Point,0.2718022194862869,31.427424555929218,1,1,1,1
0.3976181169363633,Blue Merle,0.6380698744684672,23.79122510969989,7,6,0,2
1.1621432362489486,Calico Point,0.4264151496613377,29.846409862794527,1,1,1,1
1.3585634299495553,Cream,0.34339768037870944,26.507436488877865,1,2,1,1
0.419894369555908,Blue Smoke,0.5287126951636832,19.965205493914745,15,7,2,2
0.4714986109466654,Brown,0.5404517704649424,17.81263754056507,2,3,1,2
0.9451865005068772,Brown Tiger,0.44358954277169554,23.45779836587999,1,2,1,1
1.307296640256881,Seal Point,0.5880179464014196,45.21380186974573,0,1,0,2
0.4731877171810783,Blue Smoke,0.6588388151249176,24.546623681358998,2,4,0,2
1.6764667117972505,Orange Tabby,0.302110108774046,30.42190194694875,1,1,2,1
0.2710225595673931,Blue Cream,0.6148948730923081,23.68842408476326,17,9,0,2
0.28835654402906297,Blue Smoke,0.6538679069102304,25.052087311432338,9,7,1,2
0.3830161113816333,Blue Merle,0.6346292559190464,23.871289048812226,8,6,0,2
1.4628626181312685,Fawn,0.32383048858223795,31.491186028645416,1,1,1,1
0.3900740464163889,Blue Tiger,0.6746138401735675,26.563847367787115,1,3,0,2
1.4624941422154247,Gold,0.33083057734395027,27.85775304348587,1,2,2,1
0.40764242614481,Blue Tick,0.6803880401939255,26.78673223145168,1,3,0,2
0.6143400699814904,Brown Tiger,0.6738792725240099,33.51026178039872,0,2,0,2
0.2889394476555584,Blue Cream,0.6094682277591109,24.304379974125144,16,8,0,2
1.5262067394272982,Flame Point,0.3060326904859403,29.077476864443263,1,1,1,1
0.32959717676929323,Blue Cream,0.6124267639367675,24.400904629965535,14,8,0,2
0.3900020738074627,Blue Smoke,0.5529014523483199,20.856578651614047,15,8,2,2
0.28735506678253947,Blue Merle,0.6366015736343872,24.80956465446087,14,8,0,2
0.3070588127230382,Blue Cream,0.6107159914053165,24.442791347055913,15,8,0,2
0.6968591248069275,Calico Point,0.6754691668346476,36.25200510719513,0,1,0,2
0.2744562937631048,Blue Cream,0.6154293479473537,23.857930306810587,17,9,0,2
1.5482037144823515,Liver,0.3100565404903206,35.75575352398549,1,1,0,1
1.5204190091813796,Red,0.372598323971726,40.13354510849639,1,1,0,1
0.41585788338689134,Blue Merle,0.6358933512380838,23.788850013616678,7,6,0,2
1.345142490436955,Seal Point,0.5605653580455339,44.80681152036253,0,1,0,2
1.039730315638715,Orange,0.6607135600357854,43.67738158370255,0,1,0,2
0.35102173861538394,Blue Point,0.6545736259114283,24.336567823415514,5,6,0,2
0.4874515557819843,Brown,0.5233967356569409,16.251732709524006,2,3,2,2
1.0779323631777478,Liver,0.6167358221692502,42.37476141091247,0,1,0,2
0.5094102646549005,Brown,0.6812586256442207,29.586511855820724,1,2,0,2
1.3980760644244623,Gold,0.37357911841131297,35.019986040110744,1,1,0,1
0.38580292656204074,Blue Tiger,0.6573160952496134,24.9880415245605,1,3,0,2
0.30478409085077895,Blue Tabby,0.6696257658210134,24.960107658768695,3,5,0,2
0.381681146145924,Blue Merle,0.570089465120145,18.864669653874113,17,8,2,2
0.48031881691766154,Brown,0.6267921987270283,25.17007232160565,1,2,0,2
0.9326689289950096,Gray,0.6463987891940903,40.92471898400409,0,1,0,2
0.5243801500790235,Brown Brindle,0.6800739833174634,30.540106898261335,1,2,0,2
0.4160511216462193,Blue Tiger,0.5446827466119886,17.459841224339822,5,4,2,2
1.2588565412521684,Calico Point,0.370957437886973,26.83544382938197,1,2,1,1
1.369293934992832,Red Tick,0.5159207038019377,43.46257687469714,0,1,0,2
0.4632084988866296,Brown,0.6515805786441016,26.824580882869242,1,2,0,2
0.2736742510174191,Blue Cream,0.6191655459331715,23.71509865342229,17,9,0,2
0.8863083168476182,Gray,0.6766864129024232,41.27310843081688,0,1,0,2
0.765840951457226,Cream,0.6795821853885037,38.15351159117253,0,1,0,2
0.2715781344641223,Blue Cream,0.6199784340867471,23.52434263044976,17,9,0,2
0.40414482557190207,Blue Point,0.5437940413495004,19.784301224656097,16,8,2,2
0.38512322499194607,Blue Tick,0.5682394561371064,19.067134860303767,5,5,1,2
1.2395728888501472,Red Tick,0.6067023337952947,44.67357278751813,0,1,0,2
0.27901756902967034,Blue Cream,0.6411574547033531,22.614662055115236,17,9,1,2
1.455456740980897,Pink,0.4182627242906594,40.82704902491408,1,1,0,1
0.8275002282509655,Brown Tabby,0.4498193010966274,20.541423115607657,1,2,1,1
0.2754237963619365,Blue Cream,0.6331311527622807,23.061255220612125,17,9,0,2
0.6728535924221903,Brown Merle,0.4746280658024177,18.192555013250434,2,2,2,2
0.9601330805147766,Lilac Point,0.6595854229128402,42.19354868761704,0,1,0,2
0.2859761431210886,Blue Cream,0.6142122806935143,24.285313491338542,16,8,0,2
0.8463136596080025,Flame Point,0.672215051220594,40.309138603904366,0,1,0,2
0.6422876151728028,Brown Tiger,0.6793109246474183,33.2227209273113,0,2,0,2
0.3196718410739909,Blue Point,0.6191674532818233,23.192293200959313,15,8,1,2
0.5665344028189391,Brown Merle,0.6796437569871723,31.93196416499672,0,2,0,2
0.4012922366656561,Blue Tabby,0.5416114384452891,20.493634197578697,13,7,2,2
0.34218967132001815,Blue Merle,0.6077953637821162,19.95492726896739,17,8,1,2
0.3767241556407161,Blue Point,0.5707695541238331,19.97747928236962,17,8,2,2
0.2849922492448617,Blue Cream,0.6486153071415179,21.814648959796997,17,9,1,2
1.3621130057729673,Orange,0.4695627140271395,41.12024397460616,0,1,0,1
0.99950069688822,Chocolate,0.4138677757641965,22.049175951693293,1,2,2,1
0.30346995743852284,Blue Smoke,0.657950348281011,25.057233129428553,7,7,0,2
0.5594147471742099,Brown Brindle,0.6241591039130997,27.521583740947637,1,2,0,2
1.2175022424537831,Red Tick,0.6153535308384412,44.65146333860346,0,1,0,2
0.28051704308578224,Blue Cream,0.6067785085320794,24.153423909628938,16,8,0,2
1.398313767749015,Sable,0.5128616145875394,43.9785212364985,0,1,0,2
1.6640747868771977,Lynx Point,0.2511436666330644,33.32066178951186,1,1,1,1
1.1686713753959692,Calico,0.38218468809842765,24.395054732102754,1,2,1,1
0.2846381380484806,Blue Merle,0.6243128838981581,24.382613305584407,16,8,0,2
0.4733044230761321,Brown,0.5902189671410507,21.8369542099698,1,3,1,2
0.3439332562000282,Blue Tick,0.6193879904696977,21.453197155078765,3,5,1,2
0.31767276088287366,Blue Merle,0.6157501401487427,24.445178513079696,14,8,0,2
0.3885511477347632,Blue Tabby,0.5526996906237376,20.70655599585523,12,7,2,2
0.3593666273442422,Blue Merle,0.6387288038230484,24.039718363939834,8,7,0,2
0.34116724304075136,Blue Cream,0.6168748202022564,24.312417213440057,13,8,0,2
0.3537549096152253,Blue Point,0.6480186050367045,24.172896747081385,7,6,0,2
0.5504616526470226,Brown,0.571089035023024,22.5806275049177,1,2,1,2
1.6669206702608728,Liver Tick,0.2772516933986613,31.03740454298702,1,1,1,1
1.628099092040947,Lilac Point,0.26812476187848266,31.961280709536013,1,1,1,1
0.3816638309965302,Blue Tiger,0.6279846492623293,22.381572727251243,1,3,1,2
0.3788777310718636,Blue Point,0.6529229348625117,24.028892968353322,5,5,0,2
0.2719388319737841,Blue Cream,0.612779086995558,23.797811273937423,17,9,0,2
0.37724042127401947,Blue Merle,0.6245522561539697,24.018256668502403,10,7,0,2
0.625923994332928,Brown Tabby,0.6798178025516569,32.783764010881505,0,2,0,2
0.31466278591131136,Blue Tick,0.6461722319370335,23.27215999770901,4,5,1,2
0.3067067876892346,Blue Merle,0.6285187068848573,24.615826015063114,13,8,0,2
0.39003554181567146,Blue Tick,0.5653604325563752,18.79550755330523,5,5,1,2
0.3432395475383413,Blue Merle,0.6198972525597513,24.27368075083837,12,8,0,2
0.2885859921102731,Blue Cream,0.6106360615758735,24.305962477444282,16,8,0,2
1.1296889838436353,Red,0.653409368373388,44.80193258216335,0,1,0,2
0.708461705412273,Brown Merle,0.46841806641742645,18.739269676877484,1,2,1,2
0.27827692170998813,Blue Cream,0.6155923666524445,24.039291892706373,16,8,0,2
0.4388928435335755,Blue Tick,0.6788088747194546,26.73340052849221,1,3,0,2
1.5318429546654402,Red,0.36186266307297227,39.8250749784611,1,1,0,1
1.2546979251653962,Sable,0.6114957393760657,45.11105180678039,0,1,0,2
1.6817423189326983,Orange,0.28155449314338,30.998281842287103,1,1,1,1
0.3300395326427056,Blue Cream,0.6152184071073842,24.38511044217783,14,8,0,2
0.4020081778599554,Blue Tabby,0.5410805398689658,20.422783646434564,13,7,2,2
0.38274008227029827,Blue Merle,0.5706116614182442,18.459747287641857,17,8,1,2
1.417593963081622,Fawn,0.34682870258022547,32.508676654252994,1,1,1,1
0.2801099135576083,Blue Cream,0.6200476946846687,24.116426859573792,16,8,0,2
0.41807219595136863,Blue Smoke,0.5317199879412537,19.65683594671754,16,8,2,2
0.34537717872693163,Blue Tabby,0.5933827817173666,22.413331423099137,11,7,1,2
0.33151507543382047,Blue Smoke,0.6615076131214237,24.77678269587357,5,6,0,2
0.3201294259342195,Blue Merle,0.6301495495868653,20.19563407043537,17,9,1,2
0.9232617066770079,Brown Tabby,0.465704445727601,24.90114197577219,1,2,1,1
1.6521664940472705,Liver Tick,0.2589418019916549,32.50381649151693,1,1,1,1
0.4215369543648411,Blue Tiger,0.5519121344444448,17.67629146857623,3,4,1,2
1.008902435578875,Liver Tick,0.6622883147664987,43.22088838472949,0,1,0,2
1.666506775605483,Liver Tick,0.27456987178714154,31.153817778677254,1,1,1,1
0.29336050299458877,Blue Smoke,0.6493641203013193,24.697374556865523,8,7,1,2
1.4903943613185489,Red Tick,0.42224520867115195,42.10824102987942,1,1,0,2
0.41398510543868466,Blue Point,0.6526588862835162,23.889404688502836,4,5,0,2
0.2772370888743599,Blue Cream,0.6347220007472443,23.227898184535416,17,9,1,2
0.6214180619793132,Brown Brindle,0.5755667147972625,25.18431351037339,1,2,1,2
1.6445298277111744,Orange,0.26003852746648937,35.361093289446494,1,1,1,1
1.363790995741074,Red,0.5016260793303782,42.72765696887129,0,1,0,2
0.3192513601053205,Blue Tabby,0.6274395051757622,22.905573103830626,6,6,1,2
1.3262099093944162,Liver Tick,0.4754645275932377,40.51444829299494,0,1,0,1
0.29880842715894385,Blue Tabby,0.6457051103312575,24.30649891924738,7,7,1,2
0.4474188409764893,Blue Point,0.6532527273653519,24.032475058493507,3,4,0,2
0.2832863046982156,Blue Cream,0.607610470172174,24.204591069912905,16,8,0,2
1.3514643975120215,Red,0.500998621228553,42.4319139206145,0,1,0,2
0.2758525623762721,Blue Cream,0.6292859974847239,23.480200175577355,17,9,0,2
0.3084039107484099,Blue Tabby,0.6716423697878653,25.210332278928135,3,5,0,2
0.3362225608947511,Blue Merle,0.6215642156768543,24.315313999176784,12,8,0,2
0.5191044833389306,Brown,0.5658073481873702,21.207315031315403,1,2,1,2
0.27927678963109465,Blue Merle,0.627023226332488,24.026877288278182,16,8,0,2
1.5738120157731128,Green,0.31336066440184085,29.290685659084453,1,1,2,1
1.3536257811516736,Red Merle,0.5172271184191888,43.193875857734504,0,1,0,2
1.329178816765523,Chocolate Point,0.36045763256995406,29.04904276667007,1,1,1,1
0.45238325226000886,Blue Tiger,0.6804099150987768,28.389146929216448,1,2,0,2
0.2880485966302912,Blue Point,0.6431026523050498,24.488075081864405,14,8,1,2
0.6562571558386587,Brown Tiger,0.6780077286810171,33.312663442227674,0,2,0,2
0.2897974565213902,Blue Smoke,0.6539264982766306,24.945999239347223,8,7,1,2
0.3457019048332916,Blue Cream,0.6088870824667394,24.387520406978243,14,8,0,2
1.6146754107146732,Green,0.28130725307437926,30.672648256761704,1,1,1,1
1.5569708425169098,Gray,0.29078087501436084,30.92234850505862,1,1,1,1
0.5563276437919226,Brown,0.6766820021586656,29.125568872090973,1,2,0,2
0.3952965458130763,Blue Merle,0.6245135727391237,23.968165074033646,10,7,0,2
0.8371157688034987,Buff,0.4386271878236192,19.72904369562351,1,2,2,1
0.293142290388975,Blue Merle,0.6239616933276295,24.567708526429755,15,8,0,2
0.327310682979632,Blue Point,0.6420665447545582,24.462611530575863,9,7,0,2
0.30499795231730237,Blue Cream,0.6043552220698583,24.424596582199346,16,8,0,2
0.7958747188307529,Chocolate Point,0.6459502046330249,37.32636929276713,0,1,0,2
1.3769201109113949,Chocolate Point,0.3403078351672995,27.937157159180398,1,1,1,1
0.7086315786507323,Brown Tabby,0.4651024686116722,18.198403570008708,2,3,2,2
1.3277669019330238,Liver Tick,0.46660969127917973,40.02957732263802,0,1,0,1
0.3421567397536151,Blue Merle,0.6096135438845265,19.522910568365177,17,8,1,2
1.0569127850926083,Lynx Point,0.6403927867078828,43.09063226831032,0,1,0,2
0.2812764062640175,Blue Merle,0.6326004329998934,24.22621235678676,16,8,0,2
1.5143979863546437,Gold,0.3136076064476147,28.620307748798304,1,2,1,1
0.41605007856493054,Blue Smoke,0.5316862517119735,20.02014384007449,15,8,2,2
0.46450618141684547,Blue Smoke,0.6663944787861371,25.011848811781977,2,3,0,2
0.4206943234974383,Blue Tiger,0.5467263514831936,17.385058554778986,4,4,2,2
1.4630296303467643,Red,0.42566585966437337,41.46733791446448,1,1,0,1
0.2985613957074371,Blue Cream,0.6057432354466229,24.388465885656206,16,8,0,2
0.3909686227319732,Blue Point,0.6515237158124172,23.921149973305653,5,5,0,2
0.29478553084900394,Blue Point,0.6396788422656238,24.207896892524495,14,8,1,2
1.2442433896288096,Lilac Point,0.5003175785505389,39.79479015646722,0,1,0,1
0.8483747286299962,Brown Tabby,0.4459417208919885,20.794107321434304,1,2,1,1
1.140249973276323,Chocolate Point,0.3897658327455434,23.880475614690276,1,2,2,1
0.4276783487723029,Blue Merle,0.6379365984814167,23.79555955946892,6,6,0,2
1.5592200834034002,Gray,0.30026626887180324,29.442691808410224,1,1,1,1
0.2881609811885771,Blue Cream,0.6057138503564549,24.285603169912214,16,8,0,2
0.3551258164519139,Blue Merle,0.6394734446576738,24.08543661660884,8,7,0,2
0.2819852843078756,Blue Merle,0.6400814716451079,23.586717401104945,16,9,1,2
0.48642462735201447,Brown,0.5246214919100332,16.73229471109755,2,3,2,2
1.6659101331082982,Lynx Point,0.29315790827177374,30.517603164621384,1,1,1,1
0.9789960433318698,Calico,0.4136289399501931,21.537173096040192,1,2,2,1
1.1798133909088324,Orange,0.5806197582132715,42.61142880560312,0,1,0,2
0.5068212176868465,Brown,0.6812241145545506,29.643720691912083,1,2,0,2
1.0902919823801709,Pink,0.6590355700592887,44.41369892042547,0,1,0,2
0.28887212420894803,Blue Cream,0.6098855794860016,24.305686209915688,16,8,0,2
0.4069516679130542,Blue Tiger,0.5806511102567369,19.36994418821186,2,3,1,2
0.8998935863666859,Gray Tabby,0.6746738024468112,41.61411912062808,0,1,0,2
0.5609782962237757,Brown Merle,0.6727125711955094,31.682255870072762,0,2,0,2
0.35714110910649105,Blue Merle,0.594840890157088,19.181077781490735,17,8,1,2
0.5044060374684718,Blue Tick,0.6751395531457436,27.157451068318426,1,2,0,2
0.8753261609928417,Buff,0.5336833053551435,29.950404470743052,0,2,0,2
0.27759555120983137,Blue Cream,0.6071190298710865,24.085333351561744,16,8,0,2
0.27632725376963674,Blue Cream,0.6327520672177184,23.26588631082178,17,9,0,2
1.0849862152943157,Calico,0.39382118380500253,22.799978558204362,1,2,2,1
0.3678068835052179,Blue Smoke,0.5714605507776243,21.789045933639652,13,7,2,2
0.9475970911675814,Green,0.6594953006890386,41.93834186421133,0,1,0,2
0.29223412421431394,Blue Point,0.6410546366900873,24.050044868649465,15,8,1,2
1.6112583956219046,Green,0.2777041522616759,31.059167986938693,1,1,1,1
1.6390121065074383,Liver,0.2825341252923822,30.63483179185233,1,1,1,1
0.5477557805746248,Brown Brindle,0.6805394955978142,30.202727919457114,1,2,0,2
0.7526230253657457,Chocolate Point,0.6795374222998297,37.56516099699805,0,2,0,2
1.0581789069632577,Chocolate,0.4029663245443421,22.7664589921378,1,2,2,1
1.4673165156297343,Fawn,0.32016438565937694,28.130421047582416,1,2,1,1
0.28605342054342625,Blue Point,0.6437986557490522,24.66359347541995,14,8,1,2
1.6597466551798368,Liver Tick,0.26594093707904126,31.647368377408302,1,1,1,1
1.627643593343296,Liver Tick,0.26484841373170553,34.1295409267308,1,1,1,1
0.29668083935304834,Blue Merle,0.6414630477201724,22.590978149508473,16,9,1,2
0.43531766751510453,Blue Tiger,0.5393451506189764,16.549323799792468,4,4,2,2
0.6861427460645333,Buff,0.6482350891086935,34.02798444677735,0,2,0,2
0.3262305872062567,Blue Tick,0.6256432595828485,22.3383931854154,5,5,1,2
0.4020215889050969,Blue Tick,0.5428162867468274,19.706859144856402,10,6,2,2
1.0243904641826211,Lilac Point,0.6316222015600573,42.06902176965495,0,1,0,2
0.4355045876820548,Blue Point,0.6545201605445301,23.996825818468647,3,4,0,2
0.3479664343112433,Blue Cream,0.6086614192793631,24.38600764109351,14,8,0,2
1.1949812233592445,Red Tick,0.6369613472738492,45.16971171794913,0,1,0,2
1.0334975771126782,Orange,0.6673675842264711,43.824406870886556,0,1,0,2
0.36229658307979345,Blue Point,0.6562501257717906,24.265762869824645,5,5,0,2
0.40274754367976856,Blue Tick,0.5424535924797421,19.619467410713753,10,6,2,2
0.44913903103330804,Blue Smoke,0.6627984113215876,24.52068403797021,2,4,0,2
0.294014693776592,Blue Cream,0.6018470585926282,24.36329603625486,16,8,0,2
0.3678245264801596,Blue Smoke,0.6684240765656798,24.84980449521574,3,5,0,2
0.6730273995672243,Brown Merle,0.48286852723430956,18.95952999902039,1,2,1,2
1.2576737466753316,Sable,0.6132780374819624,45.286377081286815,0,1,0,2
0.4730041348742522,Brown,0.5431041771839714,18.073190006538653,2,3,1,2
