age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
0,4,2,0,3,4,8,1,4,1,0,0,3,26.013492966720303
2,4,1,5,2,2,7,0,4,1,0,0,3,39.22334714058118
1,4,0,15,6,4,10,1,4,1,0,0,1,39.090771033022264
0,7,0,15,6,4,1,3,1,0,0,0,1,38.872050367744244
9,4,2,1,4,4,6,3,4,1,0,0,3,38.878409357911536
3,4,0,11,5,0,8,4,2,0,0,0,3,38.96249487615141
0,0,4,0,3,4,0,3,4,0,0,0,1,38.75550947840517
2,4,1,11,5,2,3,0,4,1,0,0,3,38.92586390712166
1,4,2,15,6,5,12,4,4,0,0,0,3,26.103108922484733
2,4,0,1,4,0,14,4,4,1,0,2,6,39.00374645831696
2,7,1,11,5,2,11,0,4,1,0,0,3,38.93569639116727
4,6,0,0,3,0,5,4,4,1,0,0,7,38.704285689994556
2,4,1,9,8,0,1,1,4,0,0,0,4,39.04323055465947
2,4,0,1,4,0,14,4,4,1,0,2,6,39.00003008068193
4,7,0,15,6,2,5,0,4,1,0,0,5,38.96936315373569
2,4,1,9,8,0,4,1,4,1,0,0,6,38.752950000581585
0,4,2,15,6,4,1,3,4,1,0,0,2,39.01762157133332
2,4,2,15,6,4,12,1,4,0,0,0,3,39.3755614361431
3,4,1,11,5,2,5,0,4,1,0,0,3,26.103859696436444
0,4,1,15,6,4,8,3,4,0,0,0,2,38.98628118338574
2,4,1,11,5,4,6,1,4,1,0,0,3,39.46212888638587
5,6,0,11,5,2,4,0,4,1,0,0,0,39.044428206779095
2,4,1,7,7,5,8,4,2,0,0,0,3,39.25430725127593
1,4,2,9,8,2,10,0,4,1,0,0,5,39.310238746326675
6,2,1,11,5,6,10,1,4,0,0,0,3,39.08414610493535
2,6,1,11,5,2,12,0,4,1,0,0,4,38.84428244356626
4,4,0,15,6,4,3,1,2,0,0,0,3,39.07510770872328
1,4,2,9,8,4,1,1,4,0,0,0,3,38.84767047403258
0,4,0,1,4,4,8,3,4,1,0,0,4,8.103508356126316
5,4,2,11,5,2,5,0,4,1,0,0,1,39.07927841637685
5,4,0,11,5,2,6,0,4,1,0,0,3,38.81929056662101
5,6,0,11,5,2,4,0,4,1,0,0,0,39.10582144260633
0,4,1,8,6,4,13,1,4,1,0,0,3,38.85072782862687
0,4,2,11,5,4,1,3,4,1,0,0,3,39.06728070398043
2,7,0,15,6,0,1,4,4,0,0,0,4,39.10444634329341
0,4,1,1,4,4,12,4,4,0,0,0,1,31.18663567728604
2,4,0,9,8,4,14,1,4,1,0,0,3,38.80368732286779
1,4,1,11,5,5,14,1,4,1,0,0,4,39.13294175438986
3,4,1,1,4,5,1,4,2,0,0,0,2,38.920012574279035
3,4,0,1,4,5,8,4,2,0,0,0,6,38.996575449300536
2,4,0,15,6,2,6,0,4,1,0,0,3,39.01503531342151
0,4,1,2,4,4,6,3,4,1,0,0,1,39.0792162399981
1,2,1,7,7,0,8,4,4,0,0,0,1,39.04382926428412
5,6,0,15,6,2,5,0,4,1,0,3,6,38.96932123707586
0,4,1,15,6,4,12,3,2,1,0,0,2,39.0814000979755
3,7,0,15,6,2,1,0,4,1,0,0,3,38.942438453031386
1,5,0,9,8,4,5,1,4,0,0,0,4,39.09755617589788
0,4,1,9,8,4,10,1,4,1,0,0,1,9.04595135807902
2,4,0,11,5,2,3,0,4,1,0,4,3,31.107300946697794
2,4,1,11,5,2,12,0,4,1,0,0,6,39.09890076919725
2,4,1,1,4,0,7,4,4,0,0,0,3,39.01998706817001
6,0,1,11,5,5,0,1,4,0,0,0,3,38.8342492252941
