age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
2,4,0,11,5,2,4,5,4,0,0,0,1,41
2,4,0,9,8,2,1,1,4,1,0,5,6,34
5,2,1,15,6,2,5,0,4,1,0,0,3,41
1,0,2,7,7,0,8,4,2,0,0,0,2,41
2,0,0,15,9,4,0,0,4,1,0,0,6,18
3,4,0,15,6,2,8,0,4,1,0,0,2,41
5,4,1,3,0,6,8,1,4,0,0,0,3,34
0,4,0,7,5,4,1,2,4,1,0,0,3,0
1,4,0,8,6,2,3,0,4,1,0,0,3,41
0,4,1,3,0,4,8,2,4,1,0,0,3,41
2,4,1,12,8,4,12,1,4,1,0,5,4,41
6,6,2,11,5,2,5,0,4,1,0,0,3,41
2,4,0,11,5,4,3,1,4,1,0,0,3,35
2,4,0,11,5,2,8,1,4,0,0,0,3,40
0,4,0,11,5,4,3,3,2,1,0,0,4,41
4,1,0,11,5,2,3,0,0,1,0,0,3,41
6,0,2,11,5,2,0,0,4,1,0,0,2,41
1,4,1,12,8,2,12,0,4,1,0,0,4,15
1,4,0,15,6,2,5,0,4,1,0,0,5,41
6,4,0,9,8,6,0,5,4,0,0,0,3,41
0,0,1,1,4,4,0,3,0,0,0,0,3,19
5,4,1,15,6,0,3,1,4,1,0,0,3,35
1,5,1,12,8,2,10,5,4,0,0,0,4,41
5,4,0,12,8,0,10,1,4,1,1,0,3,0
1,4,1,11,5,4,5,0,4,1,0,0,3,41
1,4,1,0,3,2,7,2,4,1,0,0,3,0
0,4,1,11,4,4,12,3,4,0,0,0,1,41
1,4,0,7,7,2,1,0,4,0,0,0,3,41
3,4,1,9,8,0,10,4,4,0,0,0,3,30
4,4,0,15,6,2,3,0,4,1,0,0,3,9
0,0,1,2,4,2,0,0,4,1,0,0,3,0
2,4,1,0,2,2,14,0,4,1,0,0,3,41
1,4,1,12,8,4,12,1,4,0,0,0,4,0
3,4,1,1,4,2,13,0,4,1,0,0,3,41
0,4,0,1,4,2,0,3,4,0,0,0,1,41
6,4,1,11,5,4,8,3,4,0,0,0,3,41
3,4,1,11,5,0,12,1,4,0,0,0,5,41
0,4,2,2,5,4,7,2,4,1,0,0,3,16
1,4,1,9,8,0,14,1,2,1,0,0,3,41
3,4,1,4,8,2,7,0,4,0,0,0,3,27
1,2,0,11,5,0,1,1,2,0,0,0,4,41
6,4,1,15,6,6,8,1,4,0,0,0,3,41
2,2,0,15,6,4,4,1,4,0,0,0,5,41
5,4,0,11,5,2,4,0,4,1,0,0,6,0
3,4,0,15,5,2,4,0,4,1,1,0,6,27
2,4,0,11,6,0,4,4,2,1,0,0,3,41
0,4,1,11,5,2,1,0,4,1,0,3,3,41
2,4,0,9,8,6,0,4,4,0,0,0,3,41
1,4,1,15,6,4,7,1,4,0,0,0,2,12
4,6,0,9,5,4,4,1,4,1,0,0,6,41
4,6,0,11,5,0,3,1,4,1,0,0,3,41
2,5,1,15,6,2,4,0,4,1,0,4,3,41
4,6,0,11,5,6,5,1,4,1,0,0,3,41
1,4,2,0,3,2,7,0,4,0,0,0,4,28
2,4,0,0,3,2,3,0,4,1,0,0,5,41
2,4,1,1,4,3,11,3,4,0,0,0,0,41
1,0,0,9,8,6,0,5,4,0,0,0,0,41
1,4,1,11,5,4,14,2,4,0,0,0,3,16
3,4,1,1,4,2,0,0,2,1,0,0,3,41
2,6,1,8,8,2,3,0,4,1,0,0,5,41
1,4,0,1,4,3,0,3,2,1,0,0,3,41
3,4,1,5,9,2,14,0,4,1,0,0,6,9
2,4,1,11,5,2,7,1,4,0,0,0,3,30
4,4,0,9,8,2,10,0,4,1,0,0,5,41
3,4,1,15,6,2,12,0,4,1,0,0,5,41
1,4,1,8,6,4,12,1,4,1,0,4,4,41
2,4,1,15,6,0,12,4,4,1,0,0,5,41
6,6,0,7,7,0,11,4,4,1,0,0,3,41
3,4,0,8,6,0,0,1,4,1,0,0,3,41
5,6,0,15,5,2,5,0,4,1,0,0,3,40
1,4,0,11,5,5,8,3,4,0,0,0,3,41
1,4,0,0,3,4,8,1,2,0,0,0,5,41
0,6,1,2,6,4,12,3,4,1,0,0,2,5
1,5,1,11,5,0,0,4,4,0,0,0,3,41
2,4,1,9,8,2,4,0,4,1,0,0,3,41
7,4,0,15,6,6,5,1,4,1,0,0,5,41
3,6,0,9,8,2,10,0,4,1,0,0,6,33
2,4,1,15,6,4,1,1,4,1,0,0,6,41
1,6,0,9,8,4,4,1,4,1,0,0,6,41
2,2,1,7,5,2,1,0,4,1,0,0,3,41
2,4,1,15,6,2,3,0,4,1,0,0,3,41
2,4,1,11,5,4,12,1,4,1,0,0,3,41
2,4,0,9,0,2,3,0,4,1,0,0,4,41
3,4,1,0,3,0,3,0,4,1,0,0,3,41
4,2,1,12,8,2,10,0,4,1,0,0,3,41
1,4,1,15,6,5,8,3,4,0,0,0,3,41
3,4,1,11,5,5,8,0,2,1,0,0,8,41
3,5,0,15,6,2,11,0,4,1,0,0,3,41
1,6,1,15,5,2,0,0,4,1,0,0,2,12
1,4,1,11,5,2,6,0,4,1,0,0,3,41
5,4,0,8,6,0,0,1,4,0,0,0,3,41
4,6,0,15,6,2,5,0,4,1,0,0,3,41
3,4,0,9,8,2,10,0,4,1,0,0,5,41
2,0,1,9,8,0,10,1,4,1,0,3,3,41
4,4,0,9,8,2,3,0,4,1,1,0,3,41
3,4,2,9,8,4,4,1,4,1,0,0,3,27
2,4,0,11,5,0,12,4,4,0,0,0,3,41
2,4,2,15,6,0,3,1,2,1,0,0,4,41
4,4,2,11,5,2,6,0,4,1,0,0,3,41
0,4,0,11,5,2,3,0,4,1,0,4,3,41
0,4,2,9,8,4,1,3,4,0,0,0,3,16
1,4,0,12,8,0,10,4,2,0,0,0,3,41
2,4,0,8,6,0,11,0,4,1,0,0,3,41
1,4,1,11,6,4,7,1,2,1,0,3,3,41
2,2,1,11,5,3,11,4,4,0,0,0,3,41
2,4,1,11,5,4,8,3,4,0,0,0,5,41
3,4,1,3,0,5,8,2,4,0,0,0,3,0
2,5,3,11,5,2,4,0,4,1,0,0,6,41
2,5,1,11,5,2,5,0,4,1,0,0,3,41
2,4,0,11,5,4,6,1,4,1,0,0,3,41
2,2,1,8,8,0,11,4,4,0,0,0,3,41
3,0,0,2,6,2,0,3,1,1,0,0,3,15
9,1,0,12,8,4,4,1,4,0,0,0,3,0
4,6,0,9,8,2,4,0,4,1,0,0,3,41
4,5,1,15,6,0,4,1,4,1,0,0,3,41
3,0,0,5,2,6,0,1,4,0,0,0,3,13
0,4,1,15,6,4,8,3,2,0,0,0,3,41
4,4,1,0,3,0,12,1,4,0,0,0,5,41
3,4,2,15,6,4,8,2,4,0,0,0,1,22
0,4,1,15,6,4,8,3,4,0,0,0,1,41
3,4,0,12,8,0,10,4,2,0,0,0,4,37
0,4,0,11,5,2,3,0,4,1,0,0,5,41
2,4,1,8,8,2,13,0,4,1,0,0,5,41
6,5,1,9,8,2,11,0,4,1,0,0,5,41
2,4,1,8,6,2,13,0,4,1,0,0,3,41
1,4,1,9,8,4,10,3,4,0,0,0,4,41
2,4,0,8,8,2,4,0,4,1,0,0,3,41
3,4,1,7,7,0,8,4,2,1,0,0,2,41
3,7,0,15,6,4,10,1,4,0,0,0,3,41
0,4,0,11,5,4,1,3,4,0,0,0,2,41
2,4,1,11,5,4,0,1,4,1,0,0,6,41
3,4,1,3,0,2,8,5,4,0,0,0,3,12
0,4,2,11,5,0,7,1,4,1,0,0,3,41
3,4,1,11,5,5,14,4,4,1,0,0,3,41
0,4,0,15,6,4,4,1,4,1,0,0,4,41
0,1,3,15,5,4,0,3,4,1,0,0,3,22
0,4,0,15,6,4,8,3,4,0,0,0,1,41
4,1,2,15,6,2,0,0,4,1,0,0,3,23
6,7,0,15,6,2,12,5,4,0,0,0,3,38
4,4,1,15,6,2,7,0,4,1,0,0,6,0
4,2,1,11,5,2,1,0,4,1,0,0,3,41
2,4,0,7,7,2,3,0,4,1,0,0,3,41
5,4,1,7,7,2,8,0,4,1,0,0,3,0
0,4,0,9,8,2,10,5,4,0,0,0,4,41
6,5,1,11,5,2,14,0,4,1,0,0,5,41
4,4,2,9,8,2,0,5,4,0,0,0,3,37
1,5,1,15,6,2,4,0,4,1,0,0,5,41
4,4,1,9,8,0,6,1,4,1,0,0,5,41
1,4,0,15,6,4,10,0,4,0,0,0,4,41
3,4,1,4,1,4,14,1,1,1,0,0,3,0
3,4,1,11,5,5,8,1,2,0,0,0,3,41
6,4,0,9,8,2,1,0,4,1,0,0,3,41
0,7,0,15,6,4,1,3,4,0,0,0,0,41
0,4,1,9,4,3,6,3,4,1,0,0,3,41
0,0,0,0,0,4,0,1,4,1,0,0,0,34
0,5,1,8,6,2,5,0,4,1,0,0,0,41
8,4,1,5,2,2,8,0,4,1,0,0,1,41
2,4,0,15,6,4,3,0,4,1,0,0,3,41
0,7,0,15,6,2,6,0,0,1,0,0,3,0
3,0,1,5,2,5,0,1,4,0,0,0,3,32
3,4,1,3,0,2,8,0,1,1,0,0,3,0
2,4,0,15,6,4,8,4,4,1,0,0,1,41
4,4,0,10,9,0,10,1,4,0,0,0,2,19
0,0,2,11,5,4,0,3,4,0,0,0,3,41
1,4,1,15,6,4,7,1,4,1,0,0,6,12
1,5,1,12,8,2,12,3,4,0,0,0,3,41
2,4,0,11,5,2,3,0,4,1,0,0,3,41
5,4,1,5,2,2,5,0,4,1,0,0,5,41
1,4,2,15,8,4,4,3,4,1,0,0,3,2
2,4,0,8,6,2,3,0,4,1,0,5,3,41
3,0,1,15,6,0,4,4,2,0,0,0,3,41
5,1,1,15,6,2,1,0,1,1,0,0,3,0
5,4,1,11,5,2,3,0,4,1,0,0,2,2
0,4,2,11,5,2,8,3,2,1,0,0,1,41
2,0,1,11,5,2,8,5,4,0,0,0,3,41
0,0,0,0,0,4,0,1,4,0,0,0,0,41
3,6,1,8,6,2,5,0,4,1,0,0,7,41
1,0,1,9,8,3,0,4,2,0,0,0,1,41
1,4,1,15,6,4,4,0,4,1,0,0,6,0
1,4,0,11,5,2,0,5,4,0,0,0,1,41
0,4,1,9,8,0,4,1,4,1,0,0,4,23
3,1,1,12,5,2,4,0,4,1,0,0,3,0
2,4,1,9,8,2,1,5,4,0,1,0,3,38
1,5,1,11,5,4,4,1,4,0,0,0,3,41
0,4,1,6,2,4,3,3,4,1,0,0,1,41
3,4,1,8,6,2,10,4,2,0,0,0,4,41
1,4,0,0,0,0,8,4,4,0,0,0,3,41
7,0,0,5,2,2,0,0,4,1,0,0,3,41
5,2,1,12,8,2,4,0,4,1,0,0,4,41
1,4,0,15,6,2,3,0,4,1,0,0,3,3
2,6,0,11,5,0,3,1,4,1,0,0,4,41
0,4,1,8,6,4,12,3,4,1,0,0,3,41
0,0,2,15,6,4,0,1,2,1,0,0,1,41
0,4,1,11,5,4,3,0,4,1,0,0,2,41
5,6,1,8,6,2,4,0,4,1,0,0,5,41
3,4,1,9,8,2,10,0,2,1,0,0,3,32
0,4,1,6,2,2,6,0,4,1,0,0,3,41
0,4,2,15,6,2,1,0,4,1,0,0,3,10
3,2,1,7,7,2,11,0,4,1,0,0,7,41
0,4,0,10,9,4,10,1,2,0,0,0,3,7
6,2,1,1,4,2,1,0,4,1,0,0,3,41
2,4,1,9,8,2,4,0,4,1,0,0,6,25
1,4,1,0,3,4,13,4,4,0,0,0,3,41
1,4,1,15,6,4,1,2,2,1,0,0,3,23
3,4,0,0,3,2,0,0,0,1,0,0,3,0
0,4,1,9,8,4,7,1,4,1,0,0,4,16
3,4,0,15,6,4,8,1,4,0,0,0,3,41
0,4,0,11,5,2,8,0,4,1,0,0,3,41
6,4,1,7,7,2,8,0,4,1,0,0,7,41
2,4,2,9,8,4,1,1,4,0,0,0,3,41
2,4,0,7,7,0,3,1,4,1,0,0,3,41
7,4,0,11,5,4,8,3,4,0,0,0,1,41
0,4,1,11,5,4,8,3,4,0,0,0,3,41
4,6,1,12,0,2,4,0,4,1,0,4,0,41
1,4,0,11,5,3,13,4,4,0,0,0,5,41
3,4,1,14,9,2,10,0,4,1,0,0,2,4
3,4,2,8,6,0,11,4,2,0,0,0,1,41
3,2,0,9,8,0,11,4,4,1,0,0,0,41
1,4,1,15,6,0,7,4,2,0,0,0,3,41
5,4,1,0,0,2,10,5,4,0,0,0,3,21
1,4,2,8,6,2,10,0,4,1,0,0,4,41
7,5,0,11,5,5,13,4,4,0,0,0,3,41
2,4,0,0,6,4,12,1,4,0,0,0,2,41
6,6,1,11,5,0,12,4,4,1,0,3,3,41
1,4,0,11,5,0,8,1,4,1,0,0,0,41
3,4,0,11,5,2,4,0,4,1,0,0,5,41
0,4,1,1,4,2,4,0,4,1,0,0,6,41
6,4,0,5,2,2,14,0,4,1,0,0,3,41
5,4,2,5,8,0,12,1,4,0,0,0,3,41
4,4,2,5,2,2,14,0,4,1,0,0,3,41
2,4,0,11,5,4,1,4,4,0,0,0,3,41
0,4,1,15,6,4,8,3,2,0,0,0,1,41
5,7,0,12,9,0,10,1,4,0,0,0,3,32
5,4,0,5,2,2,3,0,4,1,0,0,3,37
1,4,1,15,6,4,8,3,2,1,0,0,3,35
3,1,0,9,8,2,10,0,4,1,0,0,3,30
2,4,1,11,5,2,3,0,4,1,0,0,4,31
0,4,2,11,5,2,4,0,4,1,0,0,3,41
1,4,0,9,8,4,10,3,4,0,0,0,3,41
1,4,0,11,5,4,6,1,4,1,0,0,3,41
3,4,1,15,6,2,8,0,4,1,0,0,3,41
2,6,1,8,6,2,3,0,4,1,0,0,4,41
2,4,2,9,8,4,10,1,4,1,0,0,3,6
2,6,1,6,2,2,3,0,0,1,0,0,5,23
1,4,2,1,4,3,0,3,4,1,0,0,1,41
0,4,1,1,4,4,8,2,4,1,0,0,2,41
3,4,1,9,0,2,3,0,2,1,0,0,3,29
4,4,2,11,5,0,1,0,4,1,0,0,3,41
3,4,0,9,8,4,10,4,4,1,0,0,3,36
1,4,0,11,5,4,3,1,4,1,0,0,6,0
1,4,0,11,5,3,4,0,4,1,0,0,5,41
1,4,1,9,8,4,12,3,4,0,0,0,3,41
1,4,0,11,5,2,1,0,4,0,0,0,3,41
2,4,1,9,8,2,4,0,4,1,0,0,3,41
4,7,0,15,9,2,10,5,4,0,0,0,6,31
3,2,1,12,8,2,10,0,4,1,0,0,3,41
2,4,1,10,9,0,10,1,4,1,0,0,2,8
3,4,0,11,5,2,7,1,4,0,0,0,3,0
1,4,1,15,6,2,10,5,1,0,0,0,6,0
3,4,0,10,9,2,0,1,4,1,0,4,6,0
1,2,1,12,8,4,4,1,4,0,0,0,4,41
0,4,0,7,7,4,1,1,2,0,0,0,2,26
0,0,1,11,5,4,0,3,4,0,0,0,2,31
4,4,0,9,8,2,3,0,4,1,0,0,5,28
6,4,0,11,5,2,14,0,4,1,0,0,3,41
6,4,1,9,8,4,10,1,4,0,0,4,3,40
1,4,1,15,6,4,12,1,4,1,0,0,6,0
0,4,0,11,5,2,1,5,4,0,0,0,2,30
0,4,1,15,6,4,0,1,4,1,0,0,4,41
1,4,0,11,5,0,3,4,2,0,0,0,3,41
0,4,1,15,6,4,7,2,1,1,0,0,2,0
2,1,2,9,8,2,1,0,4,1,0,0,3,23
5,6,1,6,2,2,3,0,4,1,0,0,9,41
0,6,0,11,5,4,4,1,4,1,0,0,6,41
2,4,1,8,5,4,5,0,4,1,0,0,3,41
3,4,1,0,3,2,10,0,4,0,0,0,3,37
1,4,1,0,8,0,0,1,4,1,0,0,3,41
6,4,1,11,5,2,14,0,4,1,0,0,5,41
7,0,1,0,2,4,0,1,4,1,0,0,3,41
0,4,0,7,7,4,1,4,4,0,0,0,2,35
1,4,1,11,5,0,0,0,4,1,0,0,3,41
0,7,1,11,5,2,1,3,4,0,0,0,3,36
2,6,0,11,8,0,4,4,4,0,0,0,5,41
3,6,0,8,6,2,5,0,4,1,0,0,1,41
2,4,1,9,4,2,13,0,4,1,0,0,3,41
5,4,0,15,6,2,10,0,4,1,0,0,3,26
3,6,0,9,8,2,4,0,4,1,0,4,6,41
1,4,1,15,6,2,3,0,4,1,0,0,3,0
3,5,0,12,8,2,6,0,4,1,0,0,5,41
6,4,1,11,5,6,12,3,4,0,0,0,3,41
0,2,0,9,8,4,10,1,4,0,0,0,3,41
4,4,1,7,7,2,1,0,4,1,0,0,3,17
0,4,1,11,5,2,1,2,1,0,0,0,3,0
1,4,0,11,5,4,7,4,4,1,0,4,3,41
5,4,0,11,5,0,8,1,4,0,0,0,3,41
2,4,0,7,7,0,3,4,4,1,0,0,2,41
6,4,0,9,8,2,10,0,4,1,0,0,3,41
3,6,1,9,8,2,10,1,4,1,0,0,3,41
6,8,0,7,7,2,11,0,4,1,0,0,7,41
6,0,0,15,6,2,0,0,4,1,0,0,0,41
5,7,0,11,5,2,1,1,4,0,0,0,3,21
2,2,1,11,5,2,1,0,4,1,0,4,3,41
0,0,1,15,6,4,6,3,4,1,0,0,3,41
3,4,1,11,5,0,8,1,4,0,0,0,3,41
2,4,1,8,6,2,12,0,4,1,0,0,3,41
1,4,0,0,3,0,7,1,4,1,0,0,3,41
4,1,0,12,9,2,10,0,4,1,0,0,3,29
3,4,0,3,0,2,6,0,1,1,0,0,3,0
0,6,1,12,8,4,4,1,4,1,0,3,4,41
0,4,0,15,6,4,6,1,4,0,0,0,3,23
5,4,1,11,5,2,3,0,4,1,0,0,8,41
6,7,0,11,5,6,1,4,4,0,0,0,3,41
0,1,2,11,5,4,1,1,4,1,0,0,4,37
0,4,0,15,6,4,8,3,4,0,0,0,1,41
6,4,1,0,0,2,8,0,4,1,0,0,1,41
1,2,0,9,8,3,11,4,4,1,0,0,3,41
4,4,0,9,8,2,4,0,4,1,0,0,4,38
0,4,1,0,8,4,1,1,4,0,0,0,4,33
2,6,0,11,5,2,3,0,4,1,0,0,3,31
0,4,1,4,1,4,6,2,2,0,0,0,3,37
3,4,0,15,6,4,1,1,4,1,0,0,3,41
0,4,1,11,7,4,1,3,4,0,0,0,3,41
2,4,1,11,5,4,7,1,4,1,0,0,6,13
1,4,1,11,5,0,3,1,4,1,0,3,3,41
2,4,0,0,3,4,3,1,4,1,0,0,4,41
0,6,1,11,5,4,12,3,4,1,0,0,3,41
3,4,0,9,8,2,13,0,4,1,0,4,3,41
0,2,0,11,5,4,1,3,4,1,0,0,3,41
3,7,0,7,7,4,1,2,1,0,0,0,3,0
1,4,0,15,6,2,4,3,4,0,0,0,5,41
3,2,0,11,0,2,3,0,4,1,0,0,3,41
6,4,0,11,5,0,14,4,4,1,0,0,3,41
1,4,1,0,8,5,10,4,4,0,0,0,3,41
1,4,0,11,5,2,0,4,4,0,0,0,3,41
1,4,1,15,5,4,8,3,4,0,0,0,3,41
4,4,1,9,8,0,3,0,4,1,0,4,5,41
0,4,1,15,6,4,12,1,4,0,0,0,3,41
0,0,0,11,4,4,0,3,1,1,0,0,3,41
1,4,1,11,5,2,0,0,2,1,0,0,4,41
0,4,1,9,8,0,11,4,4,1,0,0,3,41
0,6,2,7,7,2,0,0,4,1,0,0,4,41
1,2,1,11,5,2,4,3,4,1,0,3,4,41
3,4,0,15,6,4,10,1,4,1,0,0,5,41
5,4,0,11,5,2,7,0,4,1,0,0,6,0
5,1,2,9,8,2,1,0,4,1,0,0,3,0
3,1,2,9,8,2,4,0,2,1,0,0,3,2
2,4,1,15,6,2,12,3,4,0,0,0,3,41
3,1,0,14,9,0,1,0,2,0,0,0,3,6
0,4,1,9,4,4,7,3,4,1,0,0,3,41
1,4,1,9,8,2,7,0,4,1,0,4,4,41
6,7,1,1,4,2,1,5,4,0,0,0,3,14
0,0,0,11,5,4,0,3,1,0,0,0,0,3
1,0,0,15,6,4,0,3,4,0,0,0,3,38
0,4,0,15,6,2,12,5,4,0,0,4,3,41
5,4,1,15,8,4,7,1,1,0,0,0,3,0
2,4,2,11,5,2,4,0,4,1,0,0,3,41
0,4,0,11,5,4,8,3,2,0,0,0,2,41
0,4,1,15,6,4,12,3,4,1,0,0,6,36
3,4,1,11,5,5,8,1,4,0,0,0,1,41
7,6,0,11,5,2,5,0,4,1,0,0,3,41
4,2,0,15,6,2,4,0,4,1,0,0,5,41
0,4,1,15,6,4,1,1,4,1,0,0,4,41
5,4,0,5,2,0,8,1,4,1,0,0,8,41
3,4,1,0,6,5,8,4,4,0,0,0,3,41
6,4,0,9,8,6,0,1,4,0,0,0,0,41
3,4,0,0,3,2,14,0,4,1,0,0,5,41
1,4,1,15,6,2,7,0,4,1,0,0,6,0
3,4,1,9,8,2,4,0,4,1,0,0,5,41
2,2,2,11,5,2,5,0,4,1,0,0,3,41
6,4,0,0,3,2,12,0,4,1,0,0,1,41
4,1,0,9,8,0,4,1,2,0,0,0,3,38
1,6,1,0,8,2,12,0,4,1,0,0,6,7
3,4,1,15,6,5,8,0,4,0,0,0,3,38
1,2,0,11,5,4,3,0,2,1,0,0,3,41
2,6,0,11,5,4,3,1,4,1,0,3,3,41
3,4,0,11,5,2,3,0,4,1,0,0,0,26
3,4,1,8,6,2,10,0,2,1,0,0,3,41
0,4,0,6,6,4,6,1,4,1,0,0,0,41
0,4,2,11,5,2,7,0,4,1,0,0,3,41
5,0,1,15,8,2,4,0,0,1,0,0,3,14
3,4,1,11,5,4,8,4,2,1,0,0,1,41
5,0,1,7,7,0,1,1,4,0,0,0,3,41
1,4,1,1,4,3,8,3,4,0,0,0,1,41
6,0,0,9,8,2,13,0,4,1,0,0,3,41
0,4,2,11,5,4,7,1,4,1,0,0,3,41
2,4,1,7,6,0,1,1,2,1,0,0,4,26
3,1,1,12,8,0,10,1,4,0,1,0,3,38
0,4,0,15,6,4,10,2,4,0,0,0,2,10
4,4,1,0,3,2,8,5,1,0,0,0,3,3
1,4,1,15,6,4,0,1,4,1,0,0,4,41
2,2,1,11,5,2,3,0,4,1,0,0,4,41
2,4,0,11,5,4,6,1,4,0,0,0,3,41
0,4,0,9,8,0,14,4,4,1,0,0,3,41
0,4,1,15,5,4,8,3,4,1,0,0,3,41
2,4,1,0,3,4,7,1,2,0,0,0,4,14
5,4,0,6,2,2,5,0,4,1,0,0,5,41
2,4,2,9,0,2,3,0,4,1,0,0,4,41
0,4,0,15,6,2,3,3,4,1,0,0,3,41
1,4,1,0,8,2,12,5,4,0,0,4,4,41
1,4,1,9,8,4,10,0,4,1,0,0,3,0
5,4,0,1,4,2,12,0,4,1,0,0,3,41
0,4,0,15,6,2,10,1,4,1,0,0,6,8
4,5,1,0,0,2,12,0,4,1,0,0,3,41
1,4,1,15,6,4,6,3,0,1,0,0,3,41
7,2,1,8,8,0,5,1,4,1,0,0,3,41
1,4,0,2,6,4,10,2,4,1,0,0,3,35
3,4,1,15,6,2,0,1,1,1,0,0,6,15
4,4,0,11,5,2,1,1,4,0,0,0,6,6
1,4,1,0,3,4,3,1,4,1,0,0,3,41
2,4,0,8,5,4,5,0,4,1,0,0,5,41
2,4,0,12,8,2,10,4,4,0,0,0,5,41
3,4,1,11,2,2,3,0,4,1,0,0,7,41
1,4,1,8,6,0,7,1,2,1,0,0,3,41
5,4,1,4,1,2,9,5,4,0,0,0,3,0
3,4,0,9,8,0,4,1,4,0,0,0,4,0
1,4,1,1,4,2,14,0,4,1,0,0,3,41
6,4,1,7,7,0,14,0,4,1,0,0,4,41
5,4,1,15,6,0,10,1,2,0,0,0,3,41
0,4,0,11,5,0,1,1,4,0,0,0,3,41
1,2,0,9,8,4,1,1,4,0,0,0,4,41
2,4,1,11,5,0,12,1,4,0,0,0,2,41
1,4,1,1,4,4,3,3,4,1,0,0,2,41
6,4,0,5,0,6,6,1,4,1,0,0,3,41
3,4,1,14,9,2,10,0,4,1,1,0,5,41
4,4,0,0,0,2,12,0,4,1,0,0,6,0
3,6,0,9,8,2,4,0,4,1,0,0,3,25
4,6,2,8,0,2,3,0,4,1,0,0,3,41
0,4,1,2,4,2,6,2,0,1,0,0,3,26
2,4,1,11,5,2,4,0,4,1,0,0,5,41
6,4,0,11,5,2,14,0,4,1,0,0,3,41
4,6,0,5,2,2,5,0,4,1,0,0,5,41
1,2,1,8,6,0,11,1,4,0,0,0,5,41
0,4,0,11,5,2,8,3,2,1,0,0,1,41
1,4,0,11,5,2,13,0,4,0,0,0,3,41
0,4,1,1,4,2,7,0,4,1,0,0,3,41
4,4,0,5,2,0,10,0,4,1,0,0,3,41
3,4,1,5,2,2,14,0,4,1,0,0,3,41
0,4,2,11,5,4,1,1,4,0,0,0,2,41
2,4,0,9,8,2,12,0,4,1,0,0,5,41
2,4,0,9,8,4,1,1,4,1,0,0,4,23
0,4,1,1,4,3,13,3,4,0,0,0,3,41
1,4,1,11,5,4,7,3,4,0,0,4,3,41
0,4,3,11,5,4,3,1,2,1,0,0,3,41
1,4,1,15,6,4,1,1,4,1,0,0,3,41
5,7,1,14,9,2,10,0,4,1,0,0,3,0
1,6,0,11,5,2,3,3,4,1,0,0,3,41
3,4,1,11,5,2,0,0,0,1,0,0,3,25
2,4,0,9,8,2,10,4,4,0,0,0,1,41
0,4,2,15,6,4,4,0,3,1,0,0,0,0
0,4,1,15,6,4,3,2,4,1,0,0,3,41
1,4,1,9,8,4,10,1,4,1,0,0,4,18
3,1,0,9,8,2,1,0,2,1,0,0,3,41
0,4,0,11,5,4,8,3,4,0,0,0,1,41
5,4,1,12,8,6,10,1,4,0,0,0,3,41
4,4,0,9,8,0,10,4,4,1,0,0,3,41
5,6,1,9,5,2,14,0,4,1,0,0,5,41
2,6,0,14,6,2,0,0,4,1,0,0,2,41
4,7,1,11,5,2,0,0,4,1,0,0,3,25
1,4,1,9,8,3,13,4,4,0,0,0,3,41
