sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
4.517822989343451,2.771725379336885,1.0,0.1,1
5.12318461349501,2.82358500491309,1.0176257742881563,1.9410188822991432,1
4.848483329616448,2.2989725009667152,4.4221047829867,1.012375269119569,1
5.216152873395625,3.0269685096576824,3.439596575987736,1.1684172406693991,2
5.350789380592573,2.515773651159502,4.591480984880934,1.8159966029689363,1
5.0431681676800615,3.290097303073687,2.9952339478227,0.7832539466781895,2
4.845842941160123,2.9470213017420415,2.8488094236944654,1.3041504075472956,1
5.818828777516271,2.6872656127788273,3.1127202109137317,2.5,1
4.587843553029334,2.9196773249577492,2.6554192712575477,1.6347386826574808,2
4.3,3.722514710903301,1.0,2.1978210439720414,2
5.496758889376305,2.3715097124068096,2.7315799561237046,1.8280515609389414,1
4.975353096058879,2.365060720076502,1.0,1.1514835996373156,1
5.521992217214586,2.3836839674757564,3.317622625169129,1.4502763835471753,1
5.555281861062515,2.820323649249918,3.2864917486618643,2.5,2
4.3,3.2054084866535106,2.2657178922040355,1.843753732470939,0
4.466865397639194,3.797318854139642,3.6229926167865036,2.5,0
4.3,2.754189112608954,1.5217163170026322,1.1156690674067509,2
4.3,3.4568573413896013,2.6101287460685616,0.739845976910094,1
4.3,2.9820748764288068,1.6607317775843975,1.254622912023142,0
5.619589207843556,3.0801224156449765,4.0833875704402445,2.5,2
4.733163386411527,2.569732999311715,1.0,0.49875929792490004,1
6.02494857918089,3.0567810407022615,3.9319884123414153,2.5,0
4.3,3.0122308984187516,1.0,1.9100983841265218,1
5.960037831733349,2.807682149455406,3.6518398833265087,2.0753113794360276,2
5.293011570416633,3.566819072899998,3.7165618489137104,0.8743344081547464,2
5.643922756006373,2.8208910635398894,1.3251479155608161,0.31437089493162695,1
6.312929090352513,2.0,4.127987241275363,1.4684350640341695,1
5.248769506186074,2.8190189214014922,1.0,2.4953950461886594,0
5.697738927469278,2.2247928115130033,2.3751065499620614,1.5304106373563116,1
5.867685591475178,2.296489353613393,4.325328264179589,1.6205341433622973,1
4.954820386077603,2.8744054095315104,1.7230464180083485,1.8723360054507363,1
4.566510893705895,2.7312350921968265,2.9498585614672663,0.5393381114636611,1
4.3,3.4516337345184445,2.434051277051094,1.7070541205234921,1
4.842833676523736,2.123374344313346,1.0,0.3945798473828304,1
4.874886641087208,2.744384668430821,3.60664296684127,1.9066073397728733,2
5.578047445099779,2.334840403584554,4.124141441802058,2.5,2
7.00086879436683,2.5497681029917896,4.519055397895357,2.3350915247880195,2
6.824971995796073,2.6771289489715944,1.88753572512534,1.9596301085710262,1
6.031337548857464,2.89839872915938,4.001513034428463,2.2056958723748723,2
4.959308737231302,3.0393246865287242,3.8413787062378053,2.0408798146362317,2
6.627404756831178,2.0,3.0865200295977506,1.4849522598914024,1
4.9344706875603235,2.364737179320464,3.027582944035555,1.5587453838162246,1
4.757102322188707,3.52085748975251,1.3113851573684685,0.706785003535882,2
5.48866603558233,3.1729570134316365,3.8957700887963114,2.3976795175177656,2
4.3,3.3670952851738973,1.0,2.5,0
5.713687388721688,2.0,2.6713818175406665,1.3989915011104754,1
4.3,3.198732009620236,1.5217163170026322,1.2405697223786756,0
5.254278041776047,2.3758859421133267,4.418336102606601,2.1901833593273263,1
5.243480156102762,2.0960886117928546,2.3998435799816544,2.106888043275579,1
4.3,3.661613831691188,2.211912896283829,1.694350721535271,1
7.120006790214691,2.0,4.638245972836954,1.3906482630185943,1
5.120313650398879,2.8861749088540165,1.0,0.4557301137984461,0
4.3,2.968254901230857,2.9975965872648747,2.5,2
5.280363929502027,2.2296987805140644,2.0150754097795693,1.042134656638629,1
4.3,3.378972651911215,1.0,1.7024877159517493,1
4.377923264539891,3.08035855344211,1.0,2.2430275248570455,0
5.3715310413485735,2.0,2.2724955243224323,2.1525079934289284,1
5.896076967196309,2.5737347590155415,4.1899077900620005,1.461126020294984,2
4.40423214419293,2.0,3.066526175722729,2.362042897697889,2
5.098573660111732,3.2684714990769663,1.0,2.5,0
4.3540623555611555,3.3016826111133284,1.0,1.959844964341992,2
4.3,2.9164782290896833,1.7488719634165268,1.2618155314898039,2
4.364613409349657,3.237304302343396,3.147155947231399,1.9778864099879456,1
4.984228340330121,3.5566049788355816,1.0,0.561113201805902,1
6.3349348353704285,2.830668512763429,1.7486248735792889,2.5,2
4.364187849767393,3.2807234879981104,3.5989278400357154,0.2805541320681063,1
4.60444615036303,3.433418009843417,3.5731691579873566,2.3244294329183335,2
4.3,3.446710191016053,1.0,2.5,2
5.954487684539815,3.013619250484702,2.012582227574815,1.6262134745547474,1
4.3,3.4649408517812703,1.0,0.5199458735961211,1
4.736006102338642,2.5811313434150196,3.3978933454628866,2.5,2
4.3,3.2060618958804423,2.1063731549376863,0.880665453461616,1
6.453550545061091,2.0,4.479787351044427,0.8545303518278919,2
4.879374815718336,3.0486763335837974,3.2378479002949074,2.5,2
5.38533095812702,2.7955503884574235,3.798975471636166,1.4480939256939365,1
6.610261061249949,2.6918748723235906,3.9894639553497155,1.8730471835311129,2
5.83503585852284,2.0,5.261664757289625,2.5,1
4.950115353467896,2.5247999239863885,3.305354254379454,1.362273763165961,1
5.469456761135548,2.7604651772124336,2.5284477836678603,0.5581909884166134,2
5.310187682670737,2.738804894995546,3.466981998334628,0.5334454574615182,1
4.479466546185522,2.118125963208762,2.6197999026514616,1.0984636506388437,1
4.5059021285767,3.791530358971281,2.5352586748665353,2.5,0
5.215144399947015,2.8604637543892375,1.0,2.1394849656313553,2
4.721489056381836,3.490700401430698,1.1846637297115818,1.9549842221201632,2
4.746854611902082,2.5155916007907626,1.0,0.12092473039237267,1
4.922357258003806,2.711649897983041,1.0,0.9706260372725182,0
4.753066025725792,3.4144924156914356,4.111253805699405,2.4559682419377156,1
4.757380797148858,3.0918037567145547,3.554237979074644,2.5,0
5.913575722973784,3.086578306981739,4.597082777057357,2.0594139287504825,2
5.245667094235937,3.0217045496296873,1.0,1.3241376986713043,1
