0;1;2;3;4;5;6;7;8;9;10;11;12;13
57.0;3.0;396099.0;8.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;55.0;19.0
53.0;4.0;389713.0;6.0;11.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;47.0;21.0
53.0;4.0;563883.0;7.0;8.0;3.0;4.0;3.0;3.0;2.0;27828.0;653.0;62.0;21.0
53.0;3.0;302122.0;9.0;8.0;3.0;7.0;3.0;3.0;2.0;27828.0;653.0;48.0;19.0
53.0;3.0;352057.0;7.0;8.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;56.0;24.0
52.0;3.0;396099.0;10.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;62.0;26.0
44.0;4.0;449257.0;8.0;10.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;40.0;23.0
47.0;4.0;309634.0;10.0;6.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;44.0;21.0
47.0;3.0;326297.0;8.0;11.0;4.0;6.0;3.0;3.0;2.0;27828.0;653.0;70.0;24.0
49.0;3.0;452205.0;10.0;9.0;3.0;8.0;3.0;3.0;2.0;34095.0;653.0;48.0;23.0
54.0;4.0;390781.0;10.0;9.0;3.0;5.0;3.0;3.0;1.0;34095.0;653.0;50.0;23.0
49.0;4.0;432376.0;10.0;8.0;4.0;6.0;3.0;3.0;2.0;27828.0;653.0;59.0;26.0
49.0;4.0;341204.0;9.0;5.0;4.0;5.0;3.0;3.0;2.0;34095.0;1340.0;40.0;23.0
57.0;4.0;249101.0;9.0;8.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;42.0;19.0
43.0;4.0;452205.0;8.0;7.0;3.0;5.0;3.0;3.0;2.0;34095.0;1340.0;58.0;21.0
58.0;5.0;361280.0;7.0;11.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;50.0;25.0
42.0;4.0;413297.0;8.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;54.0;24.0
56.0;4.0;443040.0;9.0;7.0;3.0;6.0;3.0;2.0;2.0;25236.0;653.0;48.0;21.0
56.0;4.0;350845.0;8.0;10.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;52.0;23.0
49.0;4.0;433665.0;8.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;44.0;21.0
51.0;4.0;250504.0;8.0;6.0;3.0;4.0;4.0;3.0;2.0;34095.0;1340.0;40.0;21.0
48.0;4.0;520586.0;10.0;8.0;3.0;5.0;3.0;3.0;2.0;34095.0;1340.0;62.0;21.0
43.0;3.0;382635.0;9.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;1340.0;48.0;23.0
53.0;3.0;494223.0;10.0;8.0;4.0;5.0;3.0;3.0;2.0;34095.0;653.0;59.0;26.0
50.0;4.0;289886.0;8.0;8.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;47.0;21.0
51.0;4.0;370119.0;7.0;9.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;52.0;21.0
45.0;4.0;386136.0;9.0;7.0;3.0;7.0;3.0;3.0;2.0;34095.0;1340.0;57.0;21.0
55.0;4.0;390781.0;10.0;10.0;3.0;6.0;3.0;3.0;2.0;34095.0;653.0;58.0;21.0
51.0;3.0;431745.0;9.0;10.0;3.0;6.0;3.0;3.0;2.0;27828.0;653.0;45.0;25.0
53.0;3.0;441454.0;7.0;11.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;50.0;24.0
44.0;3.0;418324.0;8.0;8.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;44.0;21.0
46.0;4.0;291175.0;9.0;10.0;3.0;5.0;3.0;3.0;2.0;34095.0;1340.0;62.0;23.0
45.0;4.0;426017.0;9.0;6.0;4.0;6.0;3.0;3.0;2.0;27828.0;653.0;52.0;19.0
46.0;4.0;423158.0;11.0;7.0;4.0;6.0;3.0;3.0;2.0;34095.0;653.0;54.0;24.0
46.0;4.0;338409.0;9.0;8.0;3.0;6.0;3.0;3.0;1.0;34095.0;653.0;66.0;21.0
45.0;4.0;406468.0;7.0;9.0;3.0;7.0;3.0;3.0;2.0;34095.0;653.0;42.0;17.0
48.0;2.0;377680.0;8.0;9.0;3.0;5.0;3.0;3.0;2.0;34095.0;653.0;47.0;26.0
53.0;4.0;317660.0;6.0;8.0;2.0;5.0;3.0;3.0;1.0;34095.0;653.0;40.0;19.0
