native-country,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week
0.9107577,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9118815,3,4,1,11,5,0,4,1,4,0,0,0,3
0.9073768,1,4,1,11,5,2,3,0,4,1,0,0,3
0.8991547,2,4,1,11,5,2,12,0,4,1,0,0,3
0.16562673,3,4,1,11,5,2,3,0,4,1,0,0,3
0.9101263,0,4,1,15,6,4,8,1,4,0,0,0,2
0.92106485,3,4,1,9,8,2,10,0,4,1,0,0,3
-0.9350097,2,4,1,11,5,2,8,0,4,1,0,0,3
0.91303104,2,4,1,11,5,2,10,0,4,1,0,0,3
0.92483896,0,4,1,11,5,4,12,1,4,1,0,0,3
0.91323626,3,4,1,11,5,0,4,1,4,0,0,0,3
0.8935855,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9001008,2,4,1,11,5,2,10,0,4,1,0,0,3
0.90813935,1,4,1,11,5,2,3,0,4,1,0,0,3
-0.67999303,1,4,1,9,8,2,4,0,4,1,0,0,3
-0.31207675,2,4,1,9,8,2,4,0,4,1,0,0,3
0.92773014,1,4,1,11,5,2,12,1,4,1,0,0,3
0.91947633,1,4,1,11,5,2,12,1,4,1,0,0,3
-0.7949041,2,4,1,11,5,4,8,1,4,1,0,0,3
0.47545654,1,4,1,11,5,2,8,0,4,1,0,0,3
0.9077794,3,4,0,15,8,2,10,0,1,1,0,0,3
0.9083672,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9063187,3,4,1,14,9,2,10,0,4,1,0,0,3
0.9015047,2,4,1,11,5,2,12,0,4,1,0,0,3
0.9077842,2,4,0,11,6,2,4,0,4,1,0,0,3
0.91451687,3,4,1,9,8,2,10,0,4,1,0,0,3
0.9017385,2,4,1,11,5,2,4,0,4,1,0,0,3
0.25149688,0,4,1,15,6,4,8,3,4,0,0,0,1
0.8998208,3,4,1,14,9,2,10,0,4,1,0,0,3
-0.7768792,2,4,1,11,5,2,8,0,4,1,0,0,3
0.9196515,1,4,1,11,5,2,3,0,4,1,0,0,3
0.9079288,1,4,2,11,5,2,1,1,4,1,0,0,3
-0.93486184,1,4,1,15,6,4,8,1,4,1,0,0,3
0.896953,0,4,1,15,6,4,1,1,4,1,0,0,3
0.90930325,0,4,1,15,6,4,12,3,4,1,0,0,3
0.91425365,0,4,1,11,5,4,12,1,4,1,0,0,3
0.89496475,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9207689,2,4,1,11,5,2,4,0,4,1,0,0,3
0.8954651,1,4,1,7,7,2,1,0,4,1,0,0,3
0.90339017,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9155088,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9123135,1,4,1,9,8,2,4,0,4,1,0,0,3
0.91671234,2,4,1,11,5,2,12,0,4,1,0,0,3
0.8945675,2,4,1,11,5,2,12,0,4,1,0,0,3
0.9075579,2,4,1,11,8,2,10,0,4,1,0,0,3
0.8946227,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9053589,3,4,1,9,8,2,10,0,4,1,0,0,3
0.14176133,1,4,1,4,1,4,8,2,4,0,0,0,3
0.9074463,3,4,1,11,5,2,3,0,4,1,0,0,3
-0.6323837,2,4,1,11,5,4,8,1,4,1,0,0,3
0.9066341,2,4,1,11,8,2,10,0,4,1,0,0,3
0.91308475,2,4,1,11,5,2,3,0,4,1,0,0,3
0.90562314,3,4,1,11,5,2,12,0,4,1,0,0,3
0.8997634,1,4,1,11,5,4,10,1,4,1,0,0,3
0.9097501,3,4,1,11,5,2,4,0,4,1,0,0,3
0.9077678,0,4,1,15,6,4,12,1,4,0,0,0,3
0.89865696,2,4,1,11,5,2,3,1,4,1,0,0,3
-0.4520804,1,4,1,11,5,4,8,1,4,0,0,0,3
0.90666246,0,4,1,11,5,4,12,1,4,1,0,0,3
-0.77836335,1,4,1,11,6,4,8,1,4,1,0,0,3
0.90542686,3,4,1,12,8,2,10,0,4,1,0,0,3
-0.92574364,1,4,1,9,8,2,4,0,4,1,0,0,3
0.90704656,2,4,1,11,5,2,10,0,4,1,0,0,3
-0.7802159,2,4,1,11,6,4,8,1,4,1,0,0,3
-0.580957,0,4,1,15,6,2,3,0,4,1,0,0,3
-0.06560761,1,4,1,11,5,4,8,0,4,1,0,0,3
-0.0209741,1,4,2,11,8,4,10,1,4,1,0,0,3
0.13634959,1,4,1,11,5,4,8,1,4,1,0,0,3
0.90569067,0,4,1,11,5,4,1,1,4,0,0,0,3
0.91208506,0,4,1,11,5,4,12,1,4,1,0,0,3
0.79406565,1,4,1,11,5,2,3,1,4,1,0,0,3
-0.97666925,2,4,1,11,5,4,8,4,4,0,0,0,3
0.89600915,2,4,1,11,5,2,10,0,4,1,0,0,3
0.90835685,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9110935,3,4,1,11,5,2,12,0,4,1,0,0,3
0.109930284,1,4,1,11,5,4,8,1,4,1,0,0,3
0.9009816,3,4,1,11,5,0,4,1,4,0,0,0,3
0.90307134,0,4,1,15,6,4,12,3,4,0,0,0,3
0.91593724,2,4,0,11,6,2,4,0,4,1,0,0,3
-0.9827906,2,4,1,11,5,4,8,1,4,1,0,0,3
0.89951086,2,4,0,11,6,2,4,0,4,1,0,0,3
0.9051367,3,4,1,9,8,2,10,0,4,1,0,0,3
0.9072398,3,4,1,9,8,2,4,0,4,1,0,0,3
-0.7158683,3,4,1,4,1,2,8,0,4,1,0,0,3
0.91107976,1,4,1,11,5,4,12,1,4,1,0,0,3
0.9110993,1,4,1,7,7,2,3,0,4,1,0,0,3
0.9039221,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9010054,2,4,1,11,5,2,3,0,4,1,0,0,3
0.22550702,0,0,1,15,6,4,0,3,4,1,0,0,3
0.91107315,2,4,1,11,5,2,3,0,4,1,0,0,3
0.8931468,1,4,1,11,5,2,3,0,4,1,0,0,3
-0.74621993,3,4,0,9,8,2,10,0,1,1,0,0,3
0.9034821,2,4,1,11,5,2,10,0,4,1,0,0,3
0.90868723,3,4,1,12,8,2,10,0,4,1,0,0,3
0.89296377,1,4,1,7,7,2,3,0,4,1,0,0,3
0.894776,3,4,1,11,5,2,4,0,4,1,0,0,3
0.9208765,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9057103,1,4,2,11,5,2,1,1,4,1,0,0,3
-0.8286183,2,4,0,15,6,2,8,0,4,1,0,0,3
0.9130796,1,4,0,11,5,4,10,1,4,1,0,0,3
0.907334,1,4,1,11,5,2,12,1,4,1,0,0,3
0.90615386,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9034517,2,4,0,11,6,2,4,0,4,1,0,0,3
-0.9428448,2,4,0,11,5,2,8,1,4,1,0,0,3
0.9141788,0,4,1,15,6,4,8,3,4,0,0,0,1
0.90812075,0,4,1,15,6,4,12,3,4,1,0,0,3
0.4885881,1,4,1,11,5,2,8,0,4,1,0,0,3
0.90386605,2,4,0,11,8,4,10,1,4,1,0,0,3
-0.3675843,2,4,1,11,5,4,8,1,4,1,0,0,3
0.8973628,2,4,0,9,8,2,4,0,4,1,0,0,5
0.9134489,0,4,1,15,6,4,12,3,4,1,0,0,3
0.9117156,0,4,1,15,6,4,1,1,4,1,0,0,3
0.5792211,1,4,1,11,5,2,8,0,4,1,0,0,3
0.9081343,2,4,1,11,5,2,4,0,4,1,0,0,3
-0.9950226,4,4,1,9,8,2,10,0,4,1,0,0,6
-0.2672044,2,4,1,11,5,4,7,1,4,1,0,0,3
0.90432006,2,4,1,11,5,2,10,0,4,1,0,0,3
-0.7675562,1,4,1,9,6,4,4,0,4,1,0,0,4
0.90984327,1,4,1,11,5,4,12,1,4,1,0,0,3
0.90583897,3,4,1,9,8,2,10,0,4,1,0,0,3
0.9065155,1,4,1,8,6,4,3,0,4,1,0,0,3
0.9063454,2,4,1,11,5,2,1,0,4,1,0,0,3
0.8969089,1,4,2,11,5,2,10,1,4,1,0,0,3
0.8973737,2,4,1,11,8,2,10,0,4,1,0,0,3
0.9167541,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9113299,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9180859,0,4,1,15,6,4,12,1,4,1,0,0,3
-0.7894287,1,4,1,11,5,4,8,1,4,1,0,0,3
0.8985924,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9047654,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9109484,2,4,1,11,5,2,10,0,4,1,0,0,3
-0.7854725,3,4,1,9,8,2,10,0,4,1,0,0,3
0.9041351,1,4,1,11,5,2,12,1,4,1,0,0,3
-0.8346979,1,4,1,15,6,4,8,1,4,1,0,0,3
0.91991866,4,5,0,11,8,2,4,0,4,1,0,0,6
0.90031224,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9106448,2,4,0,11,6,2,4,0,4,1,0,0,3
0.9084495,2,4,1,11,5,2,12,0,4,1,0,0,3
0.9064893,3,4,1,15,6,2,13,1,4,1,0,0,3
0.9325889,1,4,1,7,7,2,1,1,4,1,0,0,3
-0.8431277,2,4,1,11,5,4,8,1,4,1,0,0,3
0.89023036,1,4,1,9,8,2,4,0,4,1,0,0,3
0.20931923,1,4,1,11,5,4,8,0,4,1,0,0,3
0.90513414,2,4,1,11,5,2,3,0,4,1,0,0,3
0.89782107,2,4,0,11,8,4,10,1,4,1,0,0,3
0.32557634,0,4,1,11,5,4,8,2,4,0,0,0,3
-0.6028669,2,4,1,11,5,2,8,1,4,1,0,0,3
0.91175854,3,4,1,9,8,2,10,0,4,1,0,0,3
0.91557235,2,4,1,11,5,0,1,4,4,0,0,0,3
0.9068858,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9096436,2,4,1,11,5,2,3,0,4,1,0,0,3
0.910691,2,4,1,11,5,2,3,1,4,1,0,0,3
-0.64636016,1,4,1,11,5,4,8,1,4,1,0,0,3
0.9145273,3,4,1,11,5,2,12,0,4,1,0,0,3
0.9032925,1,4,1,11,5,2,3,0,4,1,0,0,3
0.9128035,3,4,1,9,8,2,10,0,4,1,0,0,3
-0.22635552,1,4,1,3,0,2,8,0,4,1,0,0,3
0.9025917,2,4,1,11,5,4,1,1,4,1,0,0,3
0.9043437,3,4,0,0,3,2,3,0,4,1,0,0,3
0.90463936,5,4,1,11,5,2,12,0,4,1,0,0,3
0.9167683,2,4,1,11,5,2,1,0,4,1,0,0,3
-0.6430529,3,4,1,15,6,2,3,0,4,1,0,0,3
0.90075415,1,4,1,11,5,2,3,0,4,1,0,0,3
0.9209191,0,4,1,1,4,4,8,0,4,1,0,0,3
0.90730304,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9328219,0,4,1,15,6,4,8,3,4,0,0,0,3
0.9021142,2,4,0,11,6,2,4,0,4,1,0,0,3
0.9104917,0,4,1,11,5,4,12,1,4,1,0,0,3
0.9177127,1,4,1,11,5,4,3,1,4,1,0,0,3
0.9054656,2,4,0,11,6,2,4,0,4,1,0,0,3
0.8984035,1,4,1,15,6,4,1,1,4,0,0,0,3
-0.7852225,3,4,1,9,8,2,10,0,4,1,0,0,3
0.2774595,1,4,1,11,2,2,3,0,4,1,0,0,3
-0.56552523,1,4,1,11,8,4,8,1,4,1,0,0,3
0.91626936,2,4,1,11,5,2,12,0,4,1,0,0,3
-0.35443997,1,4,1,9,8,2,4,0,4,1,0,0,3
0.9140206,0,4,1,11,5,4,8,3,4,0,0,0,3
0.9023212,2,4,1,11,5,2,12,0,4,1,0,0,3
0.91094655,1,4,1,11,5,2,12,1,4,1,0,0,3
0.90540934,3,4,1,11,8,2,4,0,4,1,0,0,3
0.8992468,2,4,1,11,5,2,12,0,4,1,0,0,3
0.90785986,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9110172,1,4,1,11,5,4,12,1,4,1,0,0,3
0.8984697,3,4,1,11,5,2,12,0,4,1,0,0,3
0.9175413,2,4,1,11,5,2,10,0,4,1,0,0,3
0.90022075,1,4,1,11,5,2,3,0,4,1,0,0,3
0.89984715,3,4,1,9,8,2,12,0,4,1,0,0,5
0.9164639,0,4,1,11,5,4,8,3,4,0,0,0,3
0.90065473,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9030441,0,4,1,15,6,4,12,1,4,1,0,0,3
-0.9910031,3,4,1,4,1,2,8,0,4,1,0,0,3
-0.63416785,3,4,1,11,5,2,4,0,4,1,0,0,3
0.9066543,0,4,1,11,5,4,8,3,4,0,0,0,3
0.90654117,2,4,1,11,5,2,3,0,4,1,0,0,3
-0.5050921,2,4,1,9,8,4,10,1,4,1,0,0,3
0.910052,2,4,1,11,5,2,12,0,4,1,0,0,3
0.8925961,2,4,1,11,5,2,3,0,4,1,0,0,3
0.90056014,0,4,1,11,5,4,8,1,4,0,0,0,3
0.9142462,1,4,0,11,5,4,3,1,4,1,0,0,3
0.9046692,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9122827,2,4,1,11,5,2,10,0,4,1,0,0,3
0.91351336,3,4,1,11,5,2,4,0,4,1,0,0,3
0.91329896,0,4,1,15,6,4,12,1,4,1,0,0,3
0.41655374,2,4,1,11,5,2,3,0,4,1,0,0,3
-0.9431551,2,4,1,11,5,2,8,0,4,1,0,0,3
-0.6128669,3,4,1,15,8,2,4,0,4,1,0,0,3
0.9095205,2,4,1,11,5,2,4,0,4,1,0,0,3
-0.9445684,2,4,1,9,8,4,10,1,4,1,0,0,3
0.35816428,1,4,1,11,5,4,8,1,4,1,0,0,3
0.6252733,2,4,1,11,5,2,8,0,4,1,0,0,3
0.62186766,1,4,1,11,5,2,8,0,4,1,0,0,3
-0.8951807,2,4,1,9,8,2,4,1,4,1,0,0,3
0.92320675,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9020636,0,4,1,15,6,4,1,1,4,1,0,0,3
0.8970057,2,4,1,11,5,2,12,0,4,1,0,0,3
0.9136157,2,4,0,11,6,2,4,0,4,1,0,0,3
0.9054413,3,4,1,11,5,2,4,0,4,1,0,0,3
0.92229575,2,4,1,11,5,2,12,0,4,1,0,0,3
0.9033202,1,4,1,11,5,2,3,0,4,1,0,0,3
-0.31621924,3,4,0,9,8,2,10,0,1,1,0,0,3
0.9174516,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9062054,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9149783,3,4,1,11,8,2,4,0,4,1,0,0,3
0.8898789,2,4,1,11,5,2,1,0,4,1,0,0,3
0.91327274,1,4,1,9,8,2,4,0,4,1,0,0,3
0.9053075,1,4,0,9,8,4,10,1,4,0,0,0,3
0.9110014,4,4,1,11,8,2,4,0,4,1,0,0,6
-0.9434953,0,4,1,15,6,4,1,1,4,0,0,0,3
0.90647537,6,4,0,11,5,6,0,1,4,0,0,0,3
0.908313,3,4,1,11,5,0,4,1,4,0,0,0,3
0.1776237,1,4,1,11,5,4,8,0,4,1,0,0,3
0.9049402,4,4,1,11,5,2,4,0,4,1,0,0,3
0.90204,0,4,1,15,6,4,1,1,4,1,0,0,3
0.8995814,2,4,1,11,5,2,3,0,4,1,0,0,3
-0.26334545,1,4,1,11,5,4,8,1,4,1,0,0,3
0.9088061,0,4,1,11,5,4,12,1,4,1,0,0,3
0.91757923,2,4,1,11,5,2,4,0,4,1,0,0,3
0.15833394,1,4,1,11,5,4,8,0,4,1,0,0,3
0.9061976,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9110545,3,4,1,11,5,2,4,0,4,1,0,0,3
-0.3996737,2,4,1,11,5,5,8,4,4,0,0,0,3
0.89715475,1,4,1,11,5,4,10,1,4,1,0,0,3
-0.54789966,2,4,1,11,5,2,8,0,4,1,0,0,3
0.9034053,0,4,1,11,5,4,8,1,4,1,0,0,3
0.90796643,2,4,0,9,8,0,4,1,4,1,0,0,3
0.9107225,1,4,1,15,6,4,12,1,4,1,0,0,3
0.9014569,3,4,0,9,8,2,4,1,4,1,0,0,3
0.9020411,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9130915,2,4,1,15,6,2,10,0,4,1,0,0,3
-0.53853714,0,4,1,15,8,4,8,1,4,1,0,0,3
0.89919543,0,4,1,11,5,4,8,1,4,1,0,0,3
0.9038249,1,4,1,11,5,2,12,1,4,1,0,0,3
0.9155753,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9073261,1,4,0,11,5,2,10,0,4,1,0,0,3
-0.7740346,0,4,1,15,6,4,12,1,4,1,0,0,3
0.90271115,3,4,1,15,5,4,1,4,2,1,0,0,3
0.8985478,1,4,1,11,5,2,12,1,4,1,0,0,3
0.9040651,3,4,1,12,8,2,10,0,4,1,0,0,3
0.9161744,2,4,1,11,5,2,12,0,4,1,0,0,3
0.90428495,1,4,2,11,5,2,1,1,4,1,0,0,3
0.39087686,1,4,1,11,5,2,8,0,4,1,0,0,3
0.92333317,2,2,1,9,8,2,10,0,4,1,0,0,3
0.9143498,2,4,1,11,5,2,10,0,4,1,0,0,3
0.90254354,1,4,1,11,5,2,12,1,4,1,0,0,3
0.9119804,0,4,1,15,6,4,1,1,4,1,0,0,3
0.9125542,2,4,1,11,5,2,10,0,4,1,0,0,3
0.91087675,2,4,1,11,5,0,1,4,4,0,0,0,3
0.90812635,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9123923,6,4,1,14,9,2,10,0,4,1,0,0,3
0.90170395,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9078139,0,4,1,0,3,4,8,0,4,1,0,0,3
0.9172082,2,4,1,11,5,2,3,0,4,1,0,0,3
0.8999534,0,4,0,15,6,4,8,1,4,0,0,0,2
0.9081697,2,4,1,11,5,0,1,4,4,0,0,0,3
-0.98376656,2,4,1,11,5,2,8,0,4,1,0,0,3
0.90987885,1,4,1,11,5,2,3,0,4,1,0,0,3
0.8984091,4,4,1,9,8,2,4,0,4,1,0,0,3
0.9088745,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9094127,1,4,1,11,5,2,12,1,4,1,0,0,3
-0.8411835,2,4,1,11,5,4,8,1,4,1,0,0,3
0.90122193,2,4,1,11,5,2,10,0,4,1,0,0,3
0.8984654,2,4,1,11,5,2,10,0,4,1,0,0,3
0.90808296,1,6,0,11,5,2,5,0,4,1,0,0,3
0.9008225,4,4,1,11,8,2,4,0,4,1,0,0,6
-0.6711145,2,4,1,11,5,4,8,1,4,1,0,0,3
0.90925324,4,4,0,11,5,4,4,1,4,1,0,0,3
0.90239835,3,4,1,11,5,0,8,4,4,0,0,0,3
0.9093212,3,4,1,12,8,2,10,0,4,1,0,0,3
0.9138499,2,4,1,9,8,2,4,0,4,1,0,0,3
0.9134661,2,4,1,11,5,2,4,0,4,1,0,0,3
-0.06815432,0,4,1,15,6,4,12,3,4,1,0,0,3
0.24948762,1,4,1,11,8,4,8,1,4,1,0,0,3
-0.81383336,0,4,1,11,5,4,8,4,4,0,0,0,3
0.9044304,3,4,1,9,8,2,10,0,4,1,0,0,3
0.9046965,2,4,1,9,8,2,10,0,4,1,0,0,3
0.9175057,0,4,1,11,5,4,1,4,4,0,0,0,3
0.90500546,0,4,1,15,6,4,12,3,4,1,0,0,3
0.92151165,2,4,0,11,6,2,4,0,4,1,0,0,3
0.90497243,4,4,1,9,8,2,10,0,4,1,0,0,3
0.91154987,0,4,1,11,5,4,12,1,4,1,0,0,3
0.9117668,1,4,1,11,5,4,10,1,4,1,0,0,3
0.8963631,1,4,0,11,5,2,4,0,4,1,0,0,3
0.8921234,2,4,1,11,5,2,14,0,4,1,0,0,3
0.9139023,1,4,1,9,8,2,4,0,4,1,0,0,3
-0.83873326,0,4,1,15,6,4,12,1,4,1,0,0,3
0.9053815,1,4,1,11,5,2,12,0,4,1,0,0,3
0.9073583,3,4,1,11,5,2,3,0,4,1,0,0,3
0.90536,2,4,1,11,5,2,4,0,4,1,0,0,3
-0.81373274,2,4,1,15,8,2,4,1,4,1,0,0,3
0.9150113,3,4,1,11,5,2,4,0,4,1,0,0,3
0.9106455,2,4,1,11,5,2,1,0,4,1,0,0,3
0.91891754,0,4,1,15,6,4,1,1,4,1,0,0,3
0.8982562,3,4,1,15,5,4,1,4,2,1,0,0,3
0.906517,2,4,1,11,5,2,1,0,4,1,0,0,3
0.90783936,2,4,0,11,6,2,4,0,4,1,0,0,3
0.91254437,0,4,1,15,6,4,0,3,4,1,0,0,3
0.9185308,2,4,0,11,8,4,10,1,4,1,0,0,3
0.8874815,3,4,1,11,5,2,12,0,4,1,0,0,3
0.91357183,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9050681,0,4,1,1,4,4,8,3,4,1,0,0,3
-0.04977921,1,4,1,9,8,2,4,0,4,1,0,0,3
0.91915345,1,4,1,11,5,2,12,1,4,1,0,0,3
0.9118942,2,4,1,11,5,2,12,0,4,1,0,0,3
0.9084536,0,4,1,11,5,4,1,4,4,0,0,0,3
0.21649286,3,4,1,15,6,2,8,0,1,1,0,0,3
0.22259852,0,4,1,1,4,4,3,0,4,1,0,0,3
0.91077423,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9173093,2,4,1,11,5,2,10,0,4,1,0,0,3
0.91233927,2,4,1,11,5,2,3,0,4,1,0,0,3
0.90549725,4,4,0,11,5,4,7,1,4,1,0,0,3
0.90955997,3,4,1,11,5,2,12,0,4,1,0,0,3
0.90607065,3,4,1,11,5,0,4,1,4,0,0,0,3
0.90442896,3,4,1,9,8,2,4,0,4,1,0,0,3
0.90254796,3,4,1,11,8,2,4,0,4,1,0,0,3
-0.40297765,1,4,1,9,8,4,10,1,4,1,0,0,3
0.90697527,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9073816,2,4,1,11,5,2,10,0,4,1,0,0,3
0.88927126,2,4,1,11,5,2,10,0,4,1,0,0,3
-0.50186634,5,4,1,11,5,2,12,0,4,1,0,0,3
0.90379816,0,4,1,15,6,4,12,1,4,1,0,0,3
0.8994957,1,4,1,11,5,2,4,0,4,1,0,0,4
0.4324882,1,4,1,11,5,2,3,0,4,1,0,0,3
0.91014344,2,4,1,11,5,2,4,0,4,1,0,0,3
0.8991878,1,4,1,11,5,4,10,1,4,1,0,0,3
0.91506016,1,4,1,11,5,4,10,1,4,1,0,0,3
0.9295902,1,4,0,11,5,4,1,1,4,1,0,0,3
-0.089753136,3,4,1,9,8,2,10,0,4,1,0,0,3
0.2742498,2,4,1,11,5,5,8,4,4,0,0,0,3
0.91237897,0,0,1,11,5,4,0,3,4,1,0,0,3
0.06340307,4,4,1,10,9,2,10,1,4,1,0,0,3
0.90734977,1,4,1,11,5,2,12,1,4,1,0,0,3
0.90138566,3,4,1,11,5,2,12,0,4,1,0,0,3
0.88059586,0,4,1,11,5,4,1,4,4,0,0,0,3
0.92800343,3,4,1,11,8,2,4,0,4,1,0,0,3
-0.108897865,0,4,1,15,6,4,12,3,4,1,0,0,3
0.8990445,2,4,1,11,5,2,1,0,4,1,0,0,3
0.9025322,4,4,1,11,5,2,4,0,4,1,0,0,3
0.9050686,2,4,0,11,6,2,4,0,4,1,0,0,3
0.8942801,2,4,1,11,5,2,10,0,4,1,0,0,3
0.90462554,5,4,1,11,5,2,12,0,4,1,0,0,3
0.90948,1,4,1,11,5,2,3,0,4,1,0,0,3
0.90113854,0,4,1,11,5,4,8,1,4,1,0,0,3
0.9208614,6,4,1,11,5,2,4,0,4,1,0,0,3
0.9141067,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9228896,0,4,1,15,6,4,12,1,4,1,0,0,3
0.91644984,3,4,1,11,5,0,8,4,4,0,0,0,3
0.89713156,0,4,1,11,5,4,1,4,4,0,0,0,3
0.92218244,3,4,1,12,8,2,10,0,4,1,0,0,3
0.89854735,2,4,0,11,8,2,12,0,4,1,0,0,5
0.9139835,1,4,1,11,5,2,12,1,4,1,0,0,3
0.9074353,2,4,1,11,5,2,3,0,4,1,0,0,3
0.9017558,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9166069,3,4,1,14,9,2,10,0,4,1,0,0,5
0.91343457,2,4,1,11,5,2,10,0,4,1,0,0,3
0.91455185,3,4,1,9,8,2,4,0,4,1,0,0,6
-0.7301446,3,4,1,12,8,2,10,0,4,1,0,0,3
0.91475505,2,4,1,11,5,2,4,0,4,1,0,0,3
0.90060353,2,4,1,11,5,2,3,0,4,1,0,0,3
0.90407854,2,4,1,11,8,2,3,0,4,1,0,0,3
0.9253516,1,4,1,11,5,2,12,0,4,1,0,0,3
0.25103578,1,4,1,11,5,4,7,1,4,1,0,0,3
-0.5827246,1,4,1,11,5,4,8,1,4,1,0,0,3
0.9152271,2,4,1,11,5,2,4,0,4,1,0,0,3
0.9177748,2,4,1,11,5,2,1,1,4,1,0,0,3
0.9067397,2,4,1,11,8,2,10,0,4,1,0,0,3
0.90937704,3,4,0,12,8,2,10,0,4,1,0,0,3
0.9210765,2,4,1,11,5,2,10,0,4,1,0,0,3
-0.98351794,0,4,1,11,5,4,6,0,4,1,0,0,3
-0.35416982,2,4,1,11,5,4,7,1,4,1,0,0,3
0.90908337,2,4,1,11,5,2,3,0,4,1,0,0,3
0.91918945,2,4,1,11,5,2,10,0,4,1,0,0,3
0.9106266,0,4,1,15,6,4,8,3,4,0,0,0,1
0.9006596,2,4,0,11,5,2,3,0,4,1,0,0,3
0.90772337,0,4,1,15,6,4,12,3,4,1,0,0,3
0.9047285,2,4,1,11,5,2,3,0,4,1,0,0,3
0.91402835,1,4,1,11,5,2,12,1,4,1,0,0,3
0.88860005,0,4,1,15,6,4,12,1,4,1,0,0,3
0.91123754,0,4,1,15,6,4,12,3,4,1,0,0,3
0.9074379,3,6,1,11,5,2,4,0,4,1,0,0,3
0.9212146,3,4,1,11,5,2,12,0,4,1,0,0,3
